Mean Accuracy Error,Mean Squared Error,# of Samples,Index of Predicted Column,Algorithm,Data Set
1.1538552330123055,1.746966192382291,288,30,Pearson Correlation,American Gut
1.2181976420981433,1.8885157353433908,288,30,Pearson Correlation,American Gut
1.2254673174623885,1.9065248908172296,288,30,Pearson Correlation,American Gut
1.180965555288442,1.7953338252682203,288,30,Pearson Correlation,American Gut
1.221566361591667,1.8878528846783706,288,30,Pearson Correlation,American Gut
1.205253225996493,1.8496945139997467,288,30,Pearson Correlation,American Gut
1.1835709078892132,1.793423593798414,288,30,Pearson Correlation,American Gut
1.164793182328431,1.7431301278198683,288,30,Pearson Correlation,American Gut
1.1771108952433944,1.7731708118745584,288,30,Pearson Correlation,American Gut
1.1785397109356077,1.7780407741817303,288,30,Pearson Correlation,American Gut
1.1682633321814235,1.7548750459155789,288,30,Pearson Correlation,American Gut
1.1770206446479123,1.7760953178938301,288,30,Pearson Correlation,American Gut
1.1769562057912704,1.7771514207352048,288,30,Pearson Correlation,American Gut
1.1742487873894865,1.7717677733251795,288,30,Pearson Correlation,American Gut
1.178231221598905,1.7818042178414164,288,30,Pearson Correlation,American Gut
1.1860723524811556,1.800366451653665,288,30,Pearson Correlation,American Gut
1.1889551122950432,1.8078089177276806,288,30,Pearson Correlation,American Gut
1.1899740626331414,1.8110278933095847,288,30,Pearson Correlation,American Gut
1.1935140052788178,1.819914843511403,288,30,Pearson Correlation,American Gut
1.1901897776832937,1.8119144582361386,288,30,Pearson Correlation,American Gut
1.1942390352444165,1.8218340029510298,288,30,Pearson Correlation,American Gut
1.1943815882341806,1.82245301584582,288,30,Pearson Correlation,American Gut
1.1876861967841135,1.806317332261382,288,30,Pearson Correlation,American Gut
1.1878743915696803,1.807143324865079,288,30,Pearson Correlation,American Gut
1.18916694550589,1.810649335010325,288,30,Pearson Correlation,American Gut
1.192910221203631,1.8197173158236508,288,30,Pearson Correlation,American Gut
1.196004366429771,1.8272664128855365,288,30,Pearson Correlation,American Gut
1.1980872059262475,1.8325382644680153,288,30,Pearson Correlation,American Gut
1.2011527472141064,1.8399544085289614,288,30,Pearson Correlation,American Gut
1.199868717831497,1.8367830442921766,288,30,Pearson Correlation,American Gut
1.2023520135551296,1.8428549346767902,288,30,Pearson Correlation,American Gut
1.205475312262389,1.850333816044136,288,30,Pearson Correlation,American Gut
1.2093668065679182,1.8593255046430253,288,30,Pearson Correlation,American Gut
1.2070478474860822,1.8542046453884145,288,30,Pearson Correlation,American Gut
1.2072475387090367,1.855022204681446,288,30,Pearson Correlation,American Gut
1.2063612474473162,1.8533111555391362,288,30,Pearson Correlation,American Gut
1.2078164868914623,1.856987217489878,288,30,Pearson Correlation,American Gut
1.2022834773448365,1.8429601945015024,288,30,Pearson Correlation,American Gut
1.2046083134939656,1.8485375496150178,288,30,Pearson Correlation,American Gut
1.2039383972394593,1.8469885186079626,288,30,Pearson Correlation,American Gut
1.2070902308773452,1.8543959773622545,288,30,Pearson Correlation,American Gut
