Mean Accuracy Error,Mean Squared Error,# of Samples,Index of Predicted Column,Algorithm,Data Set
1.0711446372123856,1.6312319547120193,288,120,Pearson Correlation,American Gut
1.1259729541699048,1.732140150213103,288,120,Pearson Correlation,American Gut
1.081944521304341,1.605491724305213,288,120,Pearson Correlation,American Gut
1.056270892101318,1.552198312433428,288,120,Pearson Correlation,American Gut
1.1311884073760372,1.7050308925282514,288,120,Pearson Correlation,American Gut
1.1496589676299886,1.7493078195152816,288,120,Pearson Correlation,American Gut
1.1465294403975363,1.7467523944116445,288,120,Pearson Correlation,American Gut
1.1503530839135945,1.758417757326551,288,120,Pearson Correlation,American Gut
1.1623836965349195,1.7872302708394878,288,120,Pearson Correlation,American Gut
1.1603252029523619,1.7831800025872395,288,120,Pearson Correlation,American Gut
1.1410047276535713,1.7344059996743098,288,120,Pearson Correlation,American Gut
1.1516441475959536,1.759622323326736,288,120,Pearson Correlation,American Gut
1.1335521369862933,1.715428930519395,288,120,Pearson Correlation,American Gut
1.1161048053950866,1.6750158120191134,288,120,Pearson Correlation,American Gut
1.1192870984718961,1.683113909239495,288,120,Pearson Correlation,American Gut
1.1283076096188511,1.7043245678923518,288,120,Pearson Correlation,American Gut
1.1345261333402838,1.7193751448639263,288,120,Pearson Correlation,American Gut
1.140489465811833,1.7337368604025802,288,120,Pearson Correlation,American Gut
1.1491631028548694,1.7536577226387906,288,120,Pearson Correlation,American Gut
1.1403083501321463,1.7306099568638542,288,120,Pearson Correlation,American Gut
1.1422640889543048,1.7358680986856931,288,120,Pearson Correlation,American Gut
1.138230875539758,1.7277569250396216,288,120,Pearson Correlation,American Gut
1.133200480533973,1.717179950198409,288,120,Pearson Correlation,American Gut
1.1213448244910742,1.687469312627425,288,120,Pearson Correlation,American Gut
1.1232301568088576,1.6924910380802232,288,120,Pearson Correlation,American Gut
1.1200731004689775,1.6864707110729389,288,120,Pearson Correlation,American Gut
1.1241487260559673,1.6962460342337065,288,120,Pearson Correlation,American Gut
1.1227942615063795,1.693071749560822,288,120,Pearson Correlation,American Gut
1.1282818865018092,1.7056352711926175,288,120,Pearson Correlation,American Gut
1.1262222188532063,1.70176569485305,288,120,Pearson Correlation,American Gut
1.1282602323999893,1.7071098457895262,288,120,Pearson Correlation,American Gut
1.1310812390825942,1.7140236661093022,288,120,Pearson Correlation,American Gut
1.1340346191274857,1.7211276669164666,288,120,Pearson Correlation,American Gut
1.1398537357240477,1.7341394517098965,288,120,Pearson Correlation,American Gut
1.1360625625253158,1.725295213909897,288,120,Pearson Correlation,American Gut
1.1384608616710163,1.7312385994876196,288,120,Pearson Correlation,American Gut
1.1335323635897632,1.7188122905369745,288,120,Pearson Correlation,American Gut
1.1374058993529583,1.7277014366823948,288,120,Pearson Correlation,American Gut
1.1333554791165368,1.7182175091284178,288,120,Pearson Correlation,American Gut
1.13586426673019,1.7242748589826151,288,120,Pearson Correlation,American Gut
1.1293625912832093,1.70834629669855,288,120,Pearson Correlation,American Gut
1.1327788771630634,1.716324854493046,288,120,Pearson Correlation,American Gut
1.131322633012235,1.7130596192307759,288,120,Pearson Correlation,American Gut
1.1383093552207582,1.7272065130960113,288,120,Pearson Correlation,American Gut
1.137399613832751,1.7253886485556724,288,120,Pearson Correlation,American Gut
1.1436422350411248,1.7383496147316562,288,120,Pearson Correlation,American Gut
1.1406353929472854,1.7311736094437569,288,120,Pearson Correlation,American Gut
1.1438454611644258,1.7385752751635675,288,120,Pearson Correlation,American Gut
1.144585259406706,1.7407223207334512,288,120,Pearson Correlation,American Gut
1.148890728111193,1.7502075809262714,288,120,Pearson Correlation,American Gut
1.1486842436739164,1.7501900061024431,288,120,Pearson Correlation,American Gut
1.1507590002790438,1.755233377132137,288,120,Pearson Correlation,American Gut
1.1458394165589203,1.7442740138120412,288,120,Pearson Correlation,American Gut
1.1455671285704174,1.7440530780623607,288,120,Pearson Correlation,American Gut
1.140513859936216,1.7307805214292686,288,120,Pearson Correlation,American Gut
1.1417410428959498,1.73395670234672,288,120,Pearson Correlation,American Gut
1.1415988722432833,1.7339637983443505,288,120,Pearson Correlation,American Gut
1.1398193866548882,1.7304665982180814,288,120,Pearson Correlation,American Gut
1.1367125515149874,1.723039746640756,288,120,Pearson Correlation,American Gut
1.1397934781300902,1.7300100967857708,288,120,Pearson Correlation,American Gut
1.1400890641658554,1.7309838296360032,288,120,Pearson Correlation,American Gut
1.1408196441428309,1.7329606305478258,288,120,Pearson Correlation,American Gut
1.1382023057655744,1.7260357837887352,288,120,Pearson Correlation,American Gut
1.139616937841266,1.7295289010966826,288,120,Pearson Correlation,American Gut
1.142196736792601,1.7354588580332104,288,120,Pearson Correlation,American Gut
1.1410787236359536,1.7330593407256472,288,120,Pearson Correlation,American Gut
1.1430691115939244,1.737753267667617,288,120,Pearson Correlation,American Gut
1.1429722709030068,1.7375476854218082,288,120,Pearson Correlation,American Gut
1.1426312189650727,1.7373304126328533,288,120,Pearson Correlation,American Gut
1.1395555916787052,1.7295215911841675,288,120,Pearson Correlation,American Gut
1.136645638572091,1.7224530800589453,288,120,Pearson Correlation,American Gut
1.1367379773974806,1.7227423970132019,288,120,Pearson Correlation,American Gut
1.1384395042900495,1.7267925774237929,288,120,Pearson Correlation,American Gut
1.1396323869563185,1.7297570928020793,288,120,Pearson Correlation,American Gut
1.1403469082564808,1.7316932811839774,288,120,Pearson Correlation,American Gut
1.1441253473575275,1.7395059440023175,288,120,Pearson Correlation,American Gut
1.1445668848044477,1.7408474716233575,288,120,Pearson Correlation,American Gut
1.1456726499932877,1.7436131092174485,288,120,Pearson Correlation,American Gut
1.143623836172727,1.7387194448564354,288,120,Pearson Correlation,American Gut
1.1414588909883592,1.7337120597754532,288,120,Pearson Correlation,American Gut
1.1403297656018752,1.730725947932427,288,120,Pearson Correlation,American Gut
1.1422282794948624,1.7351158709985937,288,120,Pearson Correlation,American Gut
1.1425813759154861,1.7361699918931868,288,120,Pearson Correlation,American Gut
1.1446745639363647,1.7409226259298076,288,120,Pearson Correlation,American Gut
1.1452428430448072,1.7425281111559237,288,120,Pearson Correlation,American Gut
1.1404716938192168,1.7302892032965558,288,120,Pearson Correlation,American Gut
1.1400970420446594,1.7296092856460663,288,120,Pearson Correlation,American Gut
1.141527033591164,1.7330182213226162,288,120,Pearson Correlation,American Gut
1.138330785962252,1.7251135534118542,288,120,Pearson Correlation,American Gut
1.1417977182012544,1.7321313453788756,288,120,Pearson Correlation,American Gut
1.1427868115653022,1.7346045734895672,288,120,Pearson Correlation,American Gut
1.1429637979655927,1.7352865502787727,288,120,Pearson Correlation,American Gut
1.141849221014918,1.7328967308323884,288,120,Pearson Correlation,American Gut
1.14314267263806,1.7360046928757964,288,120,Pearson Correlation,American Gut
1.1424892649488787,1.7346716574030554,288,120,Pearson Correlation,American Gut
1.1425248921277396,1.7349232884150512,288,120,Pearson Correlation,American Gut
1.1429285885235565,1.7360593520041006,288,120,Pearson Correlation,American Gut
1.144297445359305,1.7392945044629822,288,120,Pearson Correlation,American Gut
1.1453010224149507,1.7417649737529455,288,120,Pearson Correlation,American Gut
1.1457518534443325,1.7430349847167188,288,120,Pearson Correlation,American Gut
1.1463087194013393,1.744477276076377,288,120,Pearson Correlation,American Gut
1.1475874321118045,1.7475253068571044,288,120,Pearson Correlation,American Gut
1.1496748433226267,1.7521230113375177,288,120,Pearson Correlation,American Gut
1.1512571951672435,1.755776766838257,288,120,Pearson Correlation,American Gut
