Mean Accuracy Error,Mean Squared Error,# of Samples,Index of Predicted Column,Algorithm,Data Set
1.1746271920142477,2.0749930523815174,288,15,Pearson Correlation,American Gut
1.1751492804681352,2.075687600508034,288,15,Pearson Correlation,American Gut
1.1720386033140526,2.0691055699289884,288,15,Pearson Correlation,American Gut
1.177180496714077,2.079468382460675,288,15,Pearson Correlation,American Gut
1.154931038816888,2.0315192853364525,288,15,Pearson Correlation,American Gut
1.1566278054254968,2.035300980193514,288,15,Pearson Correlation,American Gut
1.1600630976954713,2.042544464298989,288,15,Pearson Correlation,American Gut
1.160232153342316,2.043088301925263,288,15,Pearson Correlation,American Gut
1.1574445662509472,2.0374231111811074,288,15,Pearson Correlation,American Gut
1.1579381041204624,2.0385707638696617,288,15,Pearson Correlation,American Gut
1.161418665215369,2.0456529838409807,288,15,Pearson Correlation,American Gut
1.1602780911963038,2.0434012755079727,288,15,Pearson Correlation,American Gut
1.16102564198306,2.0450060083727966,288,15,Pearson Correlation,American Gut
1.162417509554138,2.047937181573838,288,15,Pearson Correlation,American Gut
1.1637912885317647,2.0508101058370514,288,15,Pearson Correlation,American Gut
1.1639877077575174,2.051272757317161,288,15,Pearson Correlation,American Gut
1.162995913970419,2.0492746936604824,288,15,Pearson Correlation,American Gut
1.1626653744975566,2.048649584517576,288,15,Pearson Correlation,American Gut
1.1635502108333848,2.0504926273140183,288,15,Pearson Correlation,American Gut
1.1639603177727151,2.0513798111389763,288,15,Pearson Correlation,American Gut
1.1625444123146222,2.048459850383739,288,15,Pearson Correlation,American Gut
1.1630588216683608,2.04954554153218,288,15,Pearson Correlation,American Gut
1.1638554490275752,2.051195328871062,288,15,Pearson Correlation,American Gut
1.163911697880797,2.051346018763244,288,15,Pearson Correlation,American Gut
1.1643446957569996,2.052258617488723,288,15,Pearson Correlation,American Gut
1.1640469574412344,2.051675587952683,288,15,Pearson Correlation,American Gut
1.1647550008497483,2.053136095246522,288,15,Pearson Correlation,American Gut
1.1649456321527276,2.053546054444783,288,15,Pearson Correlation,American Gut
1.1654009517958475,2.05449836045563,288,15,Pearson Correlation,American Gut
1.1662266505047651,2.0561817864707668,288,15,Pearson Correlation,American Gut
1.166232788520272,2.0562182634249315,288,15,Pearson Correlation,American Gut
1.166464437520026,2.0567099998293736,288,15,Pearson Correlation,American Gut
1.1648808126941386,2.053430293812043,288,15,Pearson Correlation,American Gut
