Mean Accuracy Error,Mean Squared Error,# of Samples,Index of Predicted Column,Algorithm,Data Set
1.1005005304271571,1.832627294556807,288,5,Pearson Correlation,American Gut
1.1639169548657664,1.9667713511206928,288,5,Pearson Correlation,American Gut
1.177393015775892,1.9975451063258116,288,5,Pearson Correlation,American Gut
1.1431403415668446,1.9223802832742,288,5,Pearson Correlation,American Gut
1.1676706966096997,1.9747819902213049,288,5,Pearson Correlation,American Gut
1.1671887805340815,1.9743453557227848,288,5,Pearson Correlation,American Gut
1.168002187667972,1.9765389067609174,288,5,Pearson Correlation,American Gut
1.1692813154810604,1.979734595697751,288,5,Pearson Correlation,American Gut
1.162759882191978,1.9654864312578415,288,5,Pearson Correlation,American Gut
1.15830932972026,1.9564100766705286,288,5,Pearson Correlation,American Gut
1.1612509580738426,1.9630056108319027,288,5,Pearson Correlation,American Gut
1.1605349179922437,1.961530093925523,288,5,Pearson Correlation,American Gut
1.151339193452059,1.9411280381277893,288,5,Pearson Correlation,American Gut
1.1575671314707676,1.9544566155477159,288,5,Pearson Correlation,American Gut
1.1604362632384742,1.960835111983746,288,5,Pearson Correlation,American Gut
1.1602031570503104,1.9604526969990355,288,5,Pearson Correlation,American Gut
1.1605278126589844,1.9613309997769315,288,5,Pearson Correlation,American Gut
1.1638631539567426,1.9686257027626988,288,5,Pearson Correlation,American Gut
1.160283523243436,1.9607877932402045,288,5,Pearson Correlation,American Gut
1.1607222307779468,1.9618837815449726,288,5,Pearson Correlation,American Gut
1.1622537128881953,1.965316877119849,288,5,Pearson Correlation,American Gut
1.1594337277162,1.9592663343777257,288,5,Pearson Correlation,American Gut
1.159854686361408,1.9602801881706118,288,5,Pearson Correlation,American Gut
1.1599946999610617,1.9606750703135514,288,5,Pearson Correlation,American Gut
1.1626406869789112,1.966390737885172,288,5,Pearson Correlation,American Gut
1.1640376179813225,1.9695025365243224,288,5,Pearson Correlation,American Gut
1.1656485704860116,1.9730706749665137,288,5,Pearson Correlation,American Gut
1.1665813001097876,1.9751663900118497,288,5,Pearson Correlation,American Gut
1.1665854393681185,1.9752602043328749,288,5,Pearson Correlation,American Gut
1.161546459646525,1.9644689390096142,288,5,Pearson Correlation,American Gut
1.1626214486904134,1.9668502613903303,288,5,Pearson Correlation,American Gut
1.1639770596662917,1.96986183087101,288,5,Pearson Correlation,American Gut
1.1662219006088668,1.974723890192988,288,5,Pearson Correlation,American Gut
1.1645320994926083,1.9708622098940292,288,5,Pearson Correlation,American Gut
1.1598669802762462,1.9608026366029176,288,5,Pearson Correlation,American Gut
1.1605248527845577,1.9622759909314966,288,5,Pearson Correlation,American Gut
1.1621313999451854,1.96578124960495,288,5,Pearson Correlation,American Gut
1.1613060848957042,1.9639705948059556,288,5,Pearson Correlation,American Gut
1.1626464967373553,1.966905220835283,288,5,Pearson Correlation,American Gut
1.1621861793937736,1.9659131073546052,288,5,Pearson Correlation,American Gut
1.163733500973286,1.969258817180418,288,5,Pearson Correlation,American Gut
1.1630555659728767,1.9678166920362752,288,5,Pearson Correlation,American Gut
1.1656616294919624,1.9733383299974738,288,5,Pearson Correlation,American Gut
1.1650078320996768,1.9718922509297403,288,5,Pearson Correlation,American Gut
1.1668029829143807,1.9757693428240435,288,5,Pearson Correlation,American Gut
1.1671334796073873,1.9765325324856735,288,5,Pearson Correlation,American Gut
1.1681502096847987,1.9787774591372325,288,5,Pearson Correlation,American Gut
1.1689060788573902,1.980470453658849,288,5,Pearson Correlation,American Gut
1.170570510831457,1.9840496230569147,288,5,Pearson Correlation,American Gut
1.1705736091402419,1.9841002153692213,288,5,Pearson Correlation,American Gut
1.1715064598074663,1.9861502774955144,288,5,Pearson Correlation,American Gut
1.1695005532704081,1.9817543805131892,288,5,Pearson Correlation,American Gut
1.169674492173966,1.982170743102915,288,5,Pearson Correlation,American Gut
1.169857433258564,1.9826055719178417,288,5,Pearson Correlation,American Gut
1.1665819560680464,1.9752568423137926,288,5,Pearson Correlation,American Gut
1.1676739824469045,1.9776242749970647,288,5,Pearson Correlation,American Gut
1.1662577351866679,1.9743610007895407,288,5,Pearson Correlation,American Gut
1.1653620487991845,1.9723980471150118,288,5,Pearson Correlation,American Gut
1.1664164221220814,1.9747107766780172,288,5,Pearson Correlation,American Gut
1.1672543175804444,1.9765629931282112,288,5,Pearson Correlation,American Gut
1.167879712333355,1.9779382409333632,288,5,Pearson Correlation,American Gut
1.1681554769866918,1.9785768163435544,288,5,Pearson Correlation,American Gut
1.1685971967941666,1.9795730559542315,288,5,Pearson Correlation,American Gut
1.169367766274497,1.9812848703841983,288,5,Pearson Correlation,American Gut
1.168350008558758,1.9790861763004084,288,5,Pearson Correlation,American Gut
1.1690061659639208,1.9805190140745106,288,5,Pearson Correlation,American Gut
1.1694950461825735,1.9816047223656637,288,5,Pearson Correlation,American Gut
1.1695752722999222,1.981809719465461,288,5,Pearson Correlation,American Gut
1.1690776816105937,1.9807089759742769,288,5,Pearson Correlation,American Gut
1.1679960191130052,1.9783192769894942,288,5,Pearson Correlation,American Gut
1.168713298550955,1.9798939979218078,288,5,Pearson Correlation,American Gut
1.169116030197361,1.980801954485373,288,5,Pearson Correlation,American Gut
1.169430308685219,1.981518745968394,288,5,Pearson Correlation,American Gut
1.1692758495664484,1.981223727239312,288,5,Pearson Correlation,American Gut
1.1700848548094789,1.9830115499532097,288,5,Pearson Correlation,American Gut
1.1678948602819728,1.978265456661761,288,5,Pearson Correlation,American Gut
1.166970051578977,1.9761447030511232,288,5,Pearson Correlation,American Gut
1.1670597248736914,1.9763660428313428,288,5,Pearson Correlation,American Gut
1.166978462823846,1.976198652056974,288,5,Pearson Correlation,American Gut
