Mean Accuracy Error,Mean Squared Error,# of Samples,Index of Predicted Column,Algorithm,Data Set
1.209970507834021,1.8333746307482468,288,50,Pearson Correlation,American Gut
1.2350254081974237,1.8997059503802045,288,50,Pearson Correlation,American Gut
1.2514053222416626,1.944300312597222,288,50,Pearson Correlation,American Gut
1.206396960641741,1.8231121541080537,288,50,Pearson Correlation,American Gut
1.2492929626131746,1.9271589575646162,288,50,Pearson Correlation,American Gut
1.2514800174811491,1.9351044769526955,288,50,Pearson Correlation,American Gut
1.2446916334549643,1.918270906012095,288,50,Pearson Correlation,American Gut
1.247643294856025,1.9274908756884674,288,50,Pearson Correlation,American Gut
1.2405083551600908,1.9090444527655097,288,50,Pearson Correlation,American Gut
1.2394553816152598,1.907250300831427,288,50,Pearson Correlation,American Gut
1.2318023077856335,1.888754619456765,288,50,Pearson Correlation,American Gut
1.2376533998245112,1.904254655143109,288,50,Pearson Correlation,American Gut
1.2334355875609058,1.8932123297997572,288,50,Pearson Correlation,American Gut
1.2191805929639266,1.8536852772427683,288,50,Pearson Correlation,American Gut
1.2226238147768294,1.8631662089657992,288,50,Pearson Correlation,American Gut
1.2217055977860178,1.86225217578333,288,50,Pearson Correlation,American Gut
1.2177524721315658,1.8525035432001846,288,50,Pearson Correlation,American Gut
1.2169357908354927,1.8511475577613465,288,50,Pearson Correlation,American Gut
1.2233335772941585,1.8672515540729728,288,50,Pearson Correlation,American Gut
1.2192644004673812,1.8570087845468823,288,50,Pearson Correlation,American Gut
1.2204940354783658,1.860461811131494,288,50,Pearson Correlation,American Gut
1.2168890892891544,1.8509291180934828,288,50,Pearson Correlation,American Gut
1.211498463509105,1.837369702625172,288,50,Pearson Correlation,American Gut
1.2120200153519223,1.839329889724029,288,50,Pearson Correlation,American Gut
1.2141173234915879,1.844869988503841,288,50,Pearson Correlation,American Gut
1.2169918876036578,1.8522941744749797,288,50,Pearson Correlation,American Gut
1.2171331511911434,1.8526674398336784,288,50,Pearson Correlation,American Gut
1.2170451714940382,1.8525940953506423,288,50,Pearson Correlation,American Gut
1.2155424144320466,1.8487969711719812,288,50,Pearson Correlation,American Gut
1.2139514304227146,1.8450664551079967,288,50,Pearson Correlation,American Gut
1.2159396363494426,1.8502634429758729,288,50,Pearson Correlation,American Gut
1.215849256785817,1.8500729274066856,288,50,Pearson Correlation,American Gut
1.219216275724156,1.858559150288741,288,50,Pearson Correlation,American Gut
1.2225939178264464,1.867338964893152,288,50,Pearson Correlation,American Gut
1.2221987210923406,1.8660902180915981,288,50,Pearson Correlation,American Gut
1.2177587556661713,1.8538556797207084,288,50,Pearson Correlation,American Gut
1.2178965293162305,1.8545888334634464,288,50,Pearson Correlation,American Gut
1.2162786990117904,1.8509187832004916,288,50,Pearson Correlation,American Gut
