Mean Squared Error,FoldID,ymin,ymax,# of Samples,Dataset,Index of Predicted Column,Algorithm
0.29184891746749364,0,0.16519632731599196,0.4185015076189953,289,Amgut1,0,Pearson Correlation
0.5089628275670199,1,0.4583163981820714,0.5596092569519685,289,Amgut1,0,Pearson Correlation
2.1271401199715623,2,2.0732625419436244,2.1810176979995,289,Amgut1,0,Pearson Correlation
0.6282918350167115,0,0.5831899426217823,0.6733937274116407,269,Amgut1,0,Pearson Correlation
0.23823090566551122,1,0.16307873242448973,0.3133830789065327,269,Amgut1,0,Pearson Correlation
2.235774560917492,2,2.1883900048376486,2.2831591169973358,269,Amgut1,0,Pearson Correlation
0.533240614480349,0,0.4826583219887221,0.5838229069719758,249,Amgut1,0,Pearson Correlation
0.5673926817812505,1,0.5056103189629584,0.6291750445995425,249,Amgut1,0,Pearson Correlation
2.176021747572194,2,2.1251491960024724,2.2268942991419154,249,Amgut1,0,Pearson Correlation
0.5410349221512122,0,0.47977175018985196,0.6022980941125724,229,Amgut1,0,Pearson Correlation
0.6236057453613323,1,0.5682746559401888,0.6789368347824758,229,Amgut1,0,Pearson Correlation
2.3380882706362254,2,2.2897548103605456,2.386421730911905,229,Amgut1,0,Pearson Correlation
0.5494128714583436,0,0.49239163752891624,0.606434105387771,209,Amgut1,0,Pearson Correlation
0.6837980786850372,1,0.6228286960895633,0.7447674612805111,209,Amgut1,0,Pearson Correlation
2.5945244113993424,2,2.541671445517279,2.6473773772814058,209,Amgut1,0,Pearson Correlation
0.7186640659970432,0,0.6585291141364704,0.7787990178576161,189,Amgut1,0,Pearson Correlation
0.7444604478176591,1,0.6911242292170198,0.7977966664182984,189,Amgut1,0,Pearson Correlation
2.6607190211230947,2,2.5948651650011954,2.726572877244994,189,Amgut1,0,Pearson Correlation
0.49171947619475714,0,0.43676301958983776,0.5466759327996765,169,Amgut1,0,Pearson Correlation
1.2797960770441967,1,1.2154142679569817,1.3441778861314118,169,Amgut1,0,Pearson Correlation
2.6133069877334583,2,2.5445873811222603,2.682026594344656,169,Amgut1,0,Pearson Correlation
1.0762259736150732,0,1.0213049283865583,1.1311470188435881,149,Amgut1,0,Pearson Correlation
0.707998987434292,1,0.6217253418957402,0.7942726329728438,149,Amgut1,0,Pearson Correlation
2.6938374840086885,2,2.631665486447953,2.756009481569424,149,Amgut1,0,Pearson Correlation
3.3604920401334932,0,3.329770840480815,3.3912132397861714,129,Amgut1,0,Pearson Correlation
0.3840403728842499,1,0.32898774197297,0.43909300379552985,129,Amgut1,0,Pearson Correlation
0.2207602686431665,2,0.14136879094093516,0.3001517463453979,129,Amgut1,0,Pearson Correlation
0.4115191584391678,0,0.38300291335010855,0.44003540352822706,109,Amgut1,0,Pearson Correlation
0.38417868640003894,1,0.32915291240054984,0.43920446039952804,109,Amgut1,0,Pearson Correlation
0.8741934431401822,2,0.8213133015974622,0.9270735846829022,109,Amgut1,0,Pearson Correlation
0.47905098665147544,0,0.45498041155610747,0.5031215617468434,89,Amgut1,0,Pearson Correlation
0.5474591241733491,1,0.4953207078850798,0.5995975404616184,89,Amgut1,0,Pearson Correlation
0.16108888616410796,2,0.11030134123468481,0.2118764310935311,89,Amgut1,0,Pearson Correlation
