"","Otu000001","Otu000002","Otu000003","Otu000004","Otu000005","Otu000006","Otu000007","Otu000008","Otu000009","Otu000010","Otu000011","Otu000012","Otu000013","Otu000014","Otu000015","Otu000016","Otu000017","Otu000018","Otu000019","Otu000020","Otu000021","Otu000022","Otu000023","Otu000024","Otu000026","Otu000027","Otu000028","Otu000029","Otu000030","Otu000031","Otu000032","Otu000033","Otu000035","Otu000036","Otu000037","Otu000038","Otu000039","Otu000040","Otu000042","Otu000044","Otu000045","Otu000046","Otu000047","Otu000049","Otu000050","Otu000051","Otu000052","Otu000058","Otu000060","Otu000061","Otu000062","Otu000063","Otu000064","Otu000065","Otu000066","Otu000068","Otu000070","Otu000074","Otu000075","Otu000077","Otu000080","Otu000081","Otu000082","Otu000084","Otu000086","Otu000087","Otu000088","Otu000092","Otu000094","Otu000095","Otu000097","Otu000098","Otu000102","Otu000103","Otu000107","Otu000112","Otu000113","Otu000114","Otu000115","Otu000117","Otu000118","Otu000119","Otu000122","Otu000125","Otu000126","Otu000132","Otu000133","Otu000138","Otu000140","Otu000142","Otu000143","Otu000145","Otu000146","Otu000150","Otu000152","Otu000160","Otu000162","Otu000164","Otu000166","Otu000168","Otu000176","Otu000177","Otu000179","Otu000181","Otu000190","Otu000203","Otu000216","Otu000218","Otu000235","Otu000238","Otu000250","Otu000322","Otu000057","Otu000105","Otu000264","Otu000281","Otu000310"
"56",1982,9,83,408,849,246,62,623,811,516,0,3,190,491,843,0,2,11,282,83,1,549,16,1,202,10,2,195,19,0,47,0,0,7,0,0,0,0,2,1,7,3,3,4,0,0,0,17,9,35,177,2,0,0,16,117,201,10,0,25,0,1,3,0,0,0,0,0,0,0,1,0,42,3,67,0,38,1,5,2,0,4,3,84,0,1,1,0,0,45,0,8,14,11,33,3,52,0,6,7,3,8,9,3,0,0,13,0,2,0,8,6,0,1,0,0,0
"57",190,50,199,315,88,219,34,357,196,318,166,59,62,43,145,69,181,21,37,7,71,61,225,450,68,218,96,321,761,94,2,67,35,14,34,20,5,95,36,13,6,0,46,3,3,3,4,0,1,6,22,22,39,65,1,7,15,0,8,59,0,4,0,1,28,1,5,0,3,105,2,8,36,1,3,1,0,2,10,0,22,0,0,4,13,0,7,1,0,37,13,4,6,0,0,11,0,1,0,1,2,0,1,3,0,1,1,6,10,10,0,0,0,1,0,0,0
"58",409,978,4855,14,555,11,9,93,2,0,0,3,11,0,3,3,3,6,0,318,3,0,0,0,2,0,398,2,4,2,63,2,2,4,14,0,41,0,255,0,1,11,9,0,45,1,91,55,0,2,0,0,0,0,476,0,19,121,0,0,0,1,365,1,0,0,1,0,0,0,42,1,0,0,46,0,0,0,11,0,0,19,2,0,0,0,1,58,0,0,0,0,0,8,1,2,3,0,1,0,0,13,1,0,1,1,0,0,0,0,0,7,0,0,0,0,0
"59",308,904,1120,208,279,93,0,469,89,422,2,813,237,356,281,14,164,3,55,7,349,129,195,41,128,353,10,64,0,1,13,0,235,3,86,181,22,0,4,56,41,9,57,0,3,0,26,0,113,0,19,0,122,7,2,16,25,2,31,29,0,9,27,7,0,0,6,0,0,42,2,0,0,7,0,1,0,0,18,10,2,7,9,12,0,0,13,1,2,4,4,11,21,10,17,2,2,3,7,24,5,2,2,2,0,6,12,0,1,2,4,5,0,0,0,0,0
"60",359,149,128,8,178,367,172,245,164,194,343,38,56,285,122,144,269,283,357,214,131,93,55,204,104,202,14,135,52,193,0,66,51,1,26,86,6,25,71,36,2,0,41,4,33,34,31,8,30,34,9,51,0,42,30,21,21,12,22,61,21,2,0,15,41,0,15,1,134,189,1,19,52,6,0,1,0,17,7,0,6,5,1,38,22,1,0,3,0,11,4,1,3,0,9,2,0,0,2,0,1,1,7,1,0,3,4,1,19,3,0,1,0,0,0,0,0
"61",433,581,1944,509,379,373,1,69,70,97,62,476,26,156,157,110,0,0,0,4,163,35,1,47,55,14,2,104,54,12,2,0,283,14,7,33,0,0,1,15,12,9,108,0,7,0,77,1,35,17,36,38,1,14,1,30,30,1,7,24,65,4,48,17,168,0,39,166,22,38,0,20,7,8,0,17,0,6,8,2,74,9,8,5,0,0,6,3,1,50,19,0,6,4,4,47,0,0,0,0,5,0,0,8,0,0,1,1,1,2,4,0,0,0,0,0,0
"62",995,859,432,38,477,331,64,169,207,285,3,53,28,32,78,123,147,199,0,207,26,16,360,42,79,95,881,92,3,6,12,20,37,54,76,74,6,64,78,3,275,17,5,32,347,115,2,2,5,241,41,5,4,0,17,36,5,143,50,2,17,86,3,3,0,0,1,0,0,0,60,26,22,6,2,25,11,18,16,75,11,48,10,14,1,1,9,1,25,2,22,5,10,20,5,9,2,4,24,7,0,8,9,28,3,1,2,4,1,0,0,1,0,1,1,0,0
"63",483,144,183,217,198,212,85,64,148,317,62,19,175,53,125,326,8,8,325,21,61,71,1,272,322,0,49,107,19,3,47,0,51,14,96,240,4,16,2,4,3,7,32,7,0,13,56,1,9,1,32,3,1,62,5,13,76,0,13,0,3,5,0,17,25,0,3,116,7,36,6,3,37,0,26,1,1,0,2,13,12,1,3,24,2,1,4,8,7,1,1,21,15,2,0,0,0,0,4,0,0,1,0,27,14,1,1,18,3,3,6,2,0,1,0,1,0
"64",51,129,159,46,119,105,143,167,210,69,836,423,36,72,1,183,5,1,107,258,117,273,77,129,50,173,3,133,116,96,1,232,0,11,338,45,49,318,0,71,41,30,0,87,1,0,0,0,0,19,4,0,9,45,0,4,1,0,5,4,18,2,1,9,22,1,6,0,0,0,1,10,0,1,0,0,22,16,14,43,0,6,0,0,36,7,8,0,10,0,12,0,3,20,66,1,5,1,1,19,9,0,2,16,6,10,0,14,0,6,3,0,34,0,0,0,0
"65",16,133,88,513,54,10,133,164,6,30,36,86,4,0,76,1,51,18,0,0,373,6,0,197,27,2901,129,0,0,1981,0,0,28,0,1,0,162,0,273,63,0,5,10,9,1,79,0,0,0,137,2,2,73,2,0,0,2,3,2,0,3,171,1,0,3,0,5,40,2,0,9,9,0,0,4,0,22,3,0,2,0,30,0,0,8,0,14,2,24,0,0,10,79,0,5,0,12,23,6,104,0,4,0,1,3,17,0,16,0,0,0,1,0,0,0,1,0
"66",201,194,0,906,189,343,726,128,360,206,835,12,677,467,67,121,40,0,1,0,436,206,203,0,23,62,0,23,1,34,5,549,73,16,78,167,32,0,35,162,21,65,371,0,0,0,60,1,4,1,6,6,0,84,0,18,15,0,0,25,4,50,8,10,0,0,7,0,0,8,0,6,0,7,0,16,0,7,7,5,0,4,33,0,0,0,29,3,19,0,31,6,0,7,16,0,3,8,3,5,40,5,0,8,3,48,15,10,3,0,4,3,0,0,0,0,0
"67",17,29,42,792,112,82,57,111,52,28,655,57,67,105,433,113,71,13,25,2,64,41,1,531,48,384,0,29,5,698,1,10,22,3,4,4,3,28,133,524,1,0,1,6,0,0,94,2,1,62,32,2,5,0,3,21,0,0,0,49,1,128,0,5,36,0,17,3,3,23,0,1,9,0,0,0,28,2,7,1,23,0,1,3,2,5,1,0,20,6,1,1,4,21,5,16,2,9,0,3,3,0,6,0,0,3,6,5,8,14,11,0,0,0,0,0,0
"68",142,257,854,499,528,457,248,181,263,226,0,120,87,90,198,13,456,0,131,7,48,126,0,134,78,11,0,97,58,12,2,111,208,1,7,24,260,33,2,99,0,148,67,38,0,153,113,25,6,5,5,42,0,38,19,47,35,2,14,63,2,0,228,0,0,0,196,1,0,22,0,9,4,57,0,15,0,0,28,1,125,0,0,3,24,102,8,7,0,5,44,0,0,0,1,25,0,0,0,0,5,1,0,0,0,0,1,3,27,1,0,0,0,0,0,0,0
"69",144,214,0,730,476,533,1196,89,71,130,272,94,152,89,9,152,0,0,3,102,499,30,118,398,239,142,6,79,77,262,0,90,126,6,14,89,360,0,165,56,0,7,113,1,1,0,85,40,32,5,18,0,0,29,146,24,89,12,14,20,36,34,37,2,76,0,165,0,27,0,3,9,15,17,4,2,0,17,16,5,24,2,0,19,1,27,1,0,0,7,5,0,7,0,0,33,1,0,0,0,1,3,4,2,3,0,0,0,7,4,1,0,0,0,0,0,0
"70",541,1353,1,11,622,582,531,151,295,194,192,407,66,110,4,135,464,1541,375,6,2,13,348,18,145,10,0,120,0,5,36,214,0,50,32,37,0,0,0,1,183,32,3,0,64,0,39,0,39,48,36,69,0,9,1,17,29,5,50,0,67,5,4,20,0,4,0,0,0,11,1,21,0,27,0,59,7,19,46,1,3,13,14,0,0,0,10,7,4,0,0,0,8,10,4,1,3,0,1,0,6,7,1,2,0,1,1,0,2,1,0,0,0,1,2,1,0
"71",434,328,70,0,369,898,562,351,290,317,3,113,64,360,0,274,263,342,0,304,97,38,15,1,232,29,4,41,209,19,16,0,59,4,357,99,3,0,107,0,8,3,5,0,0,8,12,1,17,0,84,31,0,1,27,0,1,69,75,1,3,2,0,13,0,0,1,14,65,19,0,95,28,40,0,5,13,4,20,4,4,7,5,14,1,0,0,1,0,0,2,9,0,3,28,1,2,0,1,0,0,1,4,0,0,0,2,1,7,0,0,0,0,0,0,0,0
"72",124,234,447,703,452,709,641,166,115,108,479,237,47,159,155,45,0,0,190,34,475,124,0,289,74,91,18,102,0,32,1,194,0,0,30,62,0,0,43,56,4,2,166,48,4,301,38,0,4,9,16,0,4,25,0,31,10,9,35,86,6,4,0,0,80,0,41,65,40,58,0,0,41,16,1,22,20,1,135,4,2,6,6,6,0,58,4,0,0,13,52,0,6,0,1,61,0,0,1,0,6,7,0,2,9,5,5,6,22,2,11,2,0,0,0,0,0
"73",281,409,631,310,242,533,295,75,163,57,180,153,58,139,128,33,356,674,137,14,0,86,587,139,58,44,3,67,112,44,3,3,165,3,4,70,212,299,7,114,20,13,0,22,0,76,64,0,9,13,0,16,37,1,0,28,37,1,0,6,5,6,20,0,70,0,0,0,0,9,0,83,0,0,0,0,0,16,4,0,0,2,7,0,24,14,47,2,2,3,0,1,4,10,0,25,3,0,0,5,5,7,1,3,4,9,4,5,9,0,7,0,0,0,0,0,0
"74",237,194,165,124,412,428,80,185,248,248,155,38,141,186,472,144,273,476,0,19,429,41,60,142,33,374,127,35,53,253,1,0,40,11,80,90,18,28,28,57,13,2,50,2,0,56,234,10,36,44,61,29,6,7,17,11,26,3,38,15,11,32,0,18,55,4,3,67,12,6,2,0,24,4,0,1,0,2,4,8,13,1,0,33,11,8,1,1,0,18,10,15,21,0,1,4,0,0,0,0,0,0,3,1,1,6,2,3,3,7,0,0,0,0,10,0,0
"75",136,537,536,174,171,344,192,189,45,79,119,47,78,106,9,52,694,1411,0,103,254,53,371,60,55,25,6,247,122,209,0,13,191,0,25,50,57,80,10,2,8,4,95,23,18,137,90,15,5,3,13,143,30,21,18,15,17,24,32,100,1,4,0,2,52,1,14,11,39,37,0,2,10,4,0,3,1,1,5,9,40,2,5,4,62,9,0,1,0,1,9,5,2,6,5,1,0,1,0,3,2,0,4,4,0,1,0,0,3,0,5,1,0,0,1,0,0
"76",943,373,86,389,135,363,372,131,41,189,214,488,774,0,64,0,380,939,496,5,144,57,1,14,39,15,4,233,76,57,26,55,51,121,30,0,19,14,0,3,18,89,345,70,3,0,0,0,10,5,28,42,261,47,0,1,40,0,11,0,49,2,9,67,0,13,10,9,2,1,4,32,7,25,0,94,0,19,11,2,0,1,5,0,17,16,15,6,16,10,0,0,9,10,0,10,5,0,5,3,6,2,3,3,0,2,2,10,0,0,3,0,0,0,0,0,0
"77",165,576,499,40,136,203,518,315,76,33,25,734,25,71,4,21,4,104,1,0,34,8,561,556,57,12,5,100,251,10,4,29,186,2,15,19,1,770,0,5,3,4,56,20,31,0,5,1,1,4,9,70,109,18,2,3,193,0,29,38,9,0,59,8,82,1,9,1,20,0,4,3,11,25,7,0,15,0,7,0,1,9,0,4,10,52,4,1,0,8,10,5,4,5,0,16,5,2,2,0,2,1,0,6,5,0,3,4,4,4,0,0,0,0,0,0,0
"78",1076,306,332,5,521,633,1256,874,220,0,297,194,690,0,1,0,5,0,201,273,0,0,272,75,0,8,14,0,40,1,1,100,168,81,0,27,0,0,0,17,5,148,5,94,17,0,12,5,238,64,0,1,0,0,42,105,4,50,0,0,4,0,0,105,0,3,0,24,94,0,2,0,37,2,6,0,15,0,0,5,0,6,142,0,0,26,12,41,15,0,0,0,10,9,13,29,8,0,32,8,0,2,2,0,6,0,9,2,0,0,3,0,0,0,0,0,0
"79",119,192,299,173,155,374,121,55,122,103,159,28,62,54,269,68,299,586,82,43,73,18,122,129,52,41,3,167,53,132,0,18,59,7,9,34,29,6,42,11,2,2,118,1,1,33,93,17,18,8,13,41,5,18,25,6,19,25,15,114,21,2,27,6,48,0,23,31,36,27,0,1,13,1,0,4,9,5,12,7,47,0,4,5,61,14,3,0,1,3,22,0,1,9,0,13,0,0,0,0,0,1,4,4,2,0,7,4,9,4,0,1,0,0,0,0,0
"80",2354,2,1,0,117,781,16,339,92,0,0,1,7,549,0,811,0,2,0,176,1673,2,0,1,106,0,25,132,0,0,121,1,1,24,0,8,0,0,0,0,35,5,0,0,2,0,0,0,119,0,0,0,0,0,20,0,331,31,0,0,0,0,0,0,0,40,1,0,31,565,0,0,44,6,23,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,47,0,0,136,0,20,0,0,0,0,1,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"81",54,64,215,23,206,641,123,19,44,49,3,19,10,53,85,53,87,269,111,26,71,14,0,185,22,44,2,81,27,106,0,93,17,17,1,39,94,91,61,10,9,18,116,0,0,0,78,37,1,8,5,50,3,22,50,42,7,11,5,54,18,9,2,4,34,0,104,0,16,263,1,0,10,11,0,10,0,2,2,1,41,2,2,3,10,0,1,0,0,2,50,0,0,0,0,45,0,0,0,0,0,2,0,6,0,0,1,1,18,2,0,0,0,0,0,0,0
"82",342,489,1176,158,245,0,256,202,127,254,1,77,44,214,2,282,0,94,0,21,0,133,1027,76,128,121,29,0,0,267,37,3,68,13,0,127,0,1,5,0,7,282,10,0,21,148,187,2,0,0,26,0,0,0,85,0,13,11,0,0,0,6,0,4,0,4,0,146,0,0,16,0,57,274,12,0,0,0,14,0,0,20,0,20,0,0,8,56,1,16,0,0,0,12,0,0,13,0,0,10,0,29,6,9,0,7,0,6,0,0,0,0,0,0,3,0,0
"83",1319,289,166,2,546,770,110,590,193,299,14,17,47,345,178,709,128,393,195,25,28,23,140,5,347,5,23,53,34,23,13,4,41,60,726,151,15,9,1,0,9,5,2,3,4,43,71,4,68,107,60,16,0,21,6,16,57,7,108,12,30,5,0,4,15,1,0,3,8,0,0,4,46,71,0,14,16,1,13,0,5,0,9,6,12,0,0,2,0,2,0,17,6,1,16,0,3,0,0,0,16,2,9,0,0,0,0,1,11,5,0,0,0,0,3,1,0
"84",62,131,104,551,45,4,0,206,315,372,3,1861,350,25,3,432,44,0,1,35,0,68,0,522,157,825,4,166,10,7,1,133,0,32,559,313,0,0,12,105,12,61,14,4,8,0,0,0,12,1,0,0,52,3,0,5,4,7,0,0,4,8,3,3,0,7,4,0,0,0,2,0,0,0,0,0,55,1,2,82,2,17,1,6,0,0,2,1,46,0,0,3,21,54,22,0,55,67,1,24,0,0,6,4,0,2,0,12,1,12,1,0,0,21,0,0,19
"85",81,81,192,60,591,120,951,13,128,203,168,68,29,38,5,13,75,1,3,1,0,0,1,351,7,160,469,59,1,127,370,352,110,17,2,1,1,13,48,175,7,32,205,13,3,0,10,1,69,25,2,2,301,5,77,21,6,1,5,0,1,9,0,0,16,156,3,0,2,1,202,0,0,1,48,2,0,48,7,7,1,17,21,3,9,7,0,4,19,0,3,5,2,2,0,15,3,9,31,0,12,5,2,1,0,12,12,17,0,6,5,5,123,2,0,0,0
"86",178,84,77,583,22,392,373,135,343,664,0,56,316,0,143,73,0,0,531,6,552,2,0,375,0,510,0,100,0,79,0,34,94,97,1,10,9,0,21,166,10,181,32,2,0,21,2,0,0,160,22,12,2,0,2,2,0,0,0,0,6,2,3,58,20,1,0,80,0,0,6,0,0,0,4,0,68,0,57,11,0,8,42,0,4,0,3,0,100,0,12,4,15,23,15,2,15,12,3,1,0,0,5,8,31,7,12,2,2,6,0,3,0,0,0,0,0
"87",604,1159,462,1,399,1027,390,465,100,299,5,276,100,271,23,344,416,398,39,18,80,54,165,6,70,10,7,96,226,11,1,190,33,1,259,8,0,1,1,0,56,22,10,13,109,56,35,2,4,4,16,122,0,8,4,69,104,6,0,3,29,0,11,6,24,0,2,0,75,23,0,11,21,45,0,9,11,4,15,3,6,12,9,6,2,4,5,2,2,3,4,5,6,3,9,0,1,0,0,3,1,6,0,5,0,0,2,1,4,1,0,3,0,0,2,0,0
"88",177,306,1086,6,210,364,0,173,165,44,88,307,92,86,32,35,1,0,100,59,152,95,645,235,92,74,15,55,0,157,11,193,1,3,29,0,25,141,12,82,1,10,416,97,23,0,92,40,60,2,14,77,11,53,5,39,0,6,28,2,161,0,4,3,44,2,33,0,54,71,1,2,4,6,3,3,0,3,3,0,24,9,8,10,0,0,7,1,0,8,40,0,4,0,5,15,0,0,0,4,11,3,0,6,0,2,0,4,18,4,13,0,0,0,0,0,0
"89",316,941,754,107,508,385,565,121,188,74,473,378,92,184,0,80,479,125,0,39,244,138,35,77,49,2,51,34,14,19,0,0,130,0,158,150,139,210,0,3,66,21,38,40,0,11,106,343,14,4,6,166,2,24,7,110,30,3,17,143,8,0,0,0,48,0,4,28,12,65,0,0,13,116,0,50,3,5,20,13,5,1,8,2,4,0,3,6,0,5,47,2,0,0,0,41,0,0,3,0,0,1,3,5,0,0,2,2,6,1,0,2,0,0,0,0,0
"90",507,870,2,0,830,731,555,344,97,139,93,345,246,657,0,63,415,0,0,11,30,266,0,168,106,1,4,56,161,0,44,0,68,145,0,144,0,1,0,11,153,92,35,276,11,708,39,0,36,2,0,124,20,26,1,13,4,92,29,37,0,0,0,29,59,0,17,21,0,0,1,0,0,20,0,19,29,43,13,13,0,9,21,16,0,4,16,13,28,2,10,9,0,10,11,0,3,14,1,6,6,12,0,16,2,6,0,0,10,0,0,1,0,0,0,0,0
"91",81,252,929,1269,54,354,587,109,8,46,32,218,19,162,12,10,1,88,0,5,0,29,0,173,16,34,9,5,55,48,0,0,75,25,11,34,153,194,11,18,0,10,36,52,0,4,32,23,0,0,0,67,71,1,36,1,35,2,38,24,0,8,80,3,29,0,116,39,0,37,0,37,10,48,8,0,0,0,25,4,25,6,0,3,10,0,0,3,0,13,69,2,9,6,0,25,0,0,0,0,0,3,0,9,5,0,0,6,19,11,0,1,0,0,0,0,0
"92",308,1473,396,169,232,527,239,67,94,140,234,44,111,185,16,20,304,0,0,212,220,32,5,76,7,4,897,96,104,11,1,535,0,74,38,0,269,0,5,17,3,18,181,112,2,0,3,127,31,16,10,2,0,2,125,52,13,201,2,100,22,0,25,0,134,4,109,60,63,69,1,13,1,9,3,0,0,26,12,2,38,2,19,0,0,0,8,3,14,1,25,1,0,9,0,30,0,1,24,0,0,6,9,3,6,0,0,8,9,0,9,13,0,0,1,0,0
"93",1595,161,54,299,239,312,0,845,28,1386,273,26,571,157,176,199,0,0,0,1368,216,326,1,0,140,75,7,1,0,17,0,0,0,27,53,0,1,0,10,28,0,4,7,0,2,0,0,0,39,0,34,0,10,0,35,117,18,66,1,4,2,1,0,25,5,0,4,0,0,0,3,0,0,2,7,1,7,13,5,0,0,9,0,0,0,0,2,1,10,0,0,7,0,9,49,0,16,35,2,24,26,0,13,2,0,3,5,1,1,0,0,1,0,0,0,0,0
"94",156,99,143,1161,33,104,78,284,272,283,655,104,38,23,695,103,245,0,665,0,421,50,96,275,40,112,84,8,0,23,1,23,0,2,7,0,59,14,18,20,9,16,50,0,0,0,0,0,2,27,18,74,10,29,0,2,2,0,1,4,6,0,0,3,10,5,9,43,0,3,11,0,0,0,0,2,30,24,12,1,0,38,1,1,5,5,12,0,5,0,0,0,24,13,34,0,3,0,10,16,25,1,0,16,0,18,2,12,0,4,4,1,0,2,0,0,1
"95",498,516,524,48,225,286,161,86,115,185,317,77,133,87,6,43,694,1661,2,93,455,13,392,17,207,32,2,61,132,203,25,7,112,31,40,33,50,28,4,5,30,10,51,7,9,137,76,12,61,5,47,154,9,21,21,37,20,17,31,86,0,0,5,7,38,3,22,28,22,3,1,7,15,3,0,2,9,2,26,19,30,3,17,8,56,1,2,2,1,3,13,4,4,11,0,2,7,10,0,20,3,5,5,0,1,1,6,3,0,1,5,2,0,0,0,0,0
"96",394,668,1479,1143,92,37,1315,100,132,77,0,102,0,0,20,0,0,36,6,2,0,1,840,53,0,0,1,0,389,0,36,0,83,94,0,55,0,0,0,10,262,33,40,142,5,0,0,0,136,13,0,87,14,0,0,0,1,0,0,7,0,0,36,0,64,0,0,0,0,0,6,0,2,7,16,1,36,36,17,6,0,25,49,0,140,0,4,173,8,0,72,5,0,0,0,0,0,0,17,0,0,6,0,4,6,11,0,5,0,2,0,1,0,2,0,3,0
"97",771,7,13,417,1403,108,3,1098,1334,409,2,0,109,600,721,105,0,0,0,34,37,2,4,0,317,423,26,8,0,12,225,0,2,129,229,141,1,2,318,0,11,8,3,0,114,0,2,1,0,1,0,0,0,0,3,66,53,12,0,0,2,65,2,5,0,74,0,0,34,0,2,0,0,7,1,0,0,0,0,3,1,11,26,0,0,0,0,0,0,0,0,18,0,16,15,0,18,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,3,1,1,0
"98",198,177,449,104,123,634,298,250,86,111,0,227,147,129,134,98,411,489,39,145,150,97,0,145,47,25,10,132,393,0,1,382,185,57,84,30,63,460,10,35,2,4,7,2,48,0,29,29,26,7,13,73,0,27,34,13,35,31,18,16,15,1,22,3,50,0,52,0,56,34,0,28,30,8,0,6,8,1,3,2,1,3,8,11,42,83,3,0,3,25,27,1,7,8,8,11,1,0,1,0,3,1,1,7,3,0,5,2,7,0,10,0,0,2,0,0,0
"99",1566,18,13,3,498,54,17,252,0,407,337,0,1523,453,19,3,4,0,5,65,894,160,0,11,217,153,13,9,3,1329,62,10,2,31,82,107,0,0,2,14,106,140,0,1,364,0,0,0,95,0,0,0,14,1,2,42,2,11,0,0,0,4,0,4,0,0,47,2,0,0,0,0,0,5,0,8,0,12,2,1,0,2,0,0,0,0,0,0,4,0,0,19,9,2,11,0,6,22,8,3,15,1,5,2,0,12,24,0,0,0,0,0,0,0,0,0,0
"100",228,2884,21,4,1033,193,4,60,6,0,1,91,5,2,1,1,2,1,0,0,24,139,4,2,62,228,1237,137,1,826,140,0,3,0,0,0,4,3,539,0,1,0,23,619,19,1,174,30,11,2,31,0,2,0,20,125,44,3,11,4,106,8,0,23,0,1,7,0,0,0,79,0,0,0,2,0,0,20,0,1,147,1,0,0,0,0,8,38,0,0,0,2,3,13,2,7,0,0,6,0,5,26,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0
"101",475,125,246,12,1036,596,96,218,237,76,308,8,47,225,1397,78,6,61,317,25,1,106,412,0,110,1344,0,195,1,301,16,10,17,44,19,17,0,4,173,0,2,20,3,25,0,18,102,0,9,4,17,0,0,1,4,66,91,2,0,23,120,251,51,12,0,0,0,0,0,8,0,9,0,23,1,17,2,10,0,0,0,0,1,5,1,4,0,0,0,1,0,0,1,4,1,81,3,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"102",2361,22,26,28,9,131,12,6,1473,644,122,4,153,53,10,32,7,5,1,10,26,23,0,6,741,2021,15,321,12,17,8,1,12,4,40,16,4,0,3,1,0,0,1,4,1,0,1,9,3,15,22,5,0,46,2,20,0,5,2,0,0,4,0,5,1,1,0,1,10,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,14,8,0,0,0,44,1,2,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"103",1204,45,61,1423,161,396,97,128,1035,469,0,13,703,143,0,231,31,38,680,5,121,137,2,17,244,395,37,47,2,36,21,7,6,30,42,165,0,0,77,16,123,8,12,0,60,12,32,0,6,49,39,1,0,60,0,24,40,2,21,3,1,97,0,17,0,2,0,3,16,3,2,0,0,0,6,6,38,0,7,7,6,13,4,42,0,0,1,1,5,3,0,4,36,0,0,1,6,1,1,4,12,2,0,1,0,15,8,0,2,5,2,0,0,2,0,0,0
"104",834,673,316,437,167,160,414,180,337,764,246,199,61,199,757,213,0,0,176,32,29,80,4,163,0,0,1,9,68,0,1,206,41,139,608,157,0,106,18,0,95,68,37,47,3,153,0,3,6,107,58,9,83,0,0,5,1,7,0,1,0,0,0,19,0,2,0,0,0,0,4,13,50,4,0,0,0,2,13,11,0,6,26,18,15,28,19,0,8,0,0,0,6,0,0,2,1,2,5,0,2,0,0,9,2,12,0,6,1,0,0,0,0,0,0,0,0
"105",267,596,793,150,181,809,102,137,267,229,320,253,111,251,0,107,806,1234,0,59,222,33,182,13,115,69,18,142,103,156,6,0,55,0,4,22,31,29,9,14,45,7,47,7,15,109,46,13,5,2,40,103,3,54,24,5,15,18,21,53,1,4,17,13,19,0,10,10,19,3,1,18,27,5,4,14,9,5,16,5,34,14,6,10,27,8,6,1,4,1,2,3,0,10,22,2,3,3,1,18,13,9,4,8,0,9,0,9,1,0,2,1,0,0,3,0,1
"106",467,331,527,12,54,410,157,6,20,19,555,35,17,129,509,7,349,769,1,51,452,4,153,6,17,687,5,60,77,652,270,8,69,145,260,12,28,28,292,1,140,73,30,4,3,77,33,8,5,17,7,59,2,15,12,3,20,18,12,25,29,465,8,0,10,24,1,3,21,37,4,39,2,1,8,0,0,1,18,2,10,4,1,4,22,1,1,2,2,1,4,9,8,3,39,1,7,4,1,1,16,0,2,0,1,0,3,0,1,5,1,0,0,0,1,1,0
"107",126,385,236,311,256,539,0,55,232,93,684,755,130,142,124,200,114,0,83,26,266,58,229,205,99,43,190,211,61,168,0,320,36,90,6,76,1,168,187,41,2,3,41,19,2,0,40,0,0,42,2,20,90,31,7,34,31,1,16,13,35,14,1,4,24,0,24,24,12,0,0,0,15,4,0,0,0,4,23,0,0,0,3,11,0,25,2,0,1,4,15,2,5,29,0,3,0,1,2,0,1,0,1,7,4,0,18,1,5,1,0,0,0,0,1,3,0
"108",370,620,1072,105,613,331,531,119,70,96,118,384,302,124,122,23,1,128,242,2,206,139,0,364,40,118,3,172,155,48,2,0,0,1,0,285,0,0,7,31,46,2,155,0,0,0,80,7,16,4,19,2,1,0,40,18,17,5,41,41,16,5,0,7,68,0,37,47,0,0,7,30,18,2,4,6,27,2,48,2,45,11,26,19,46,0,2,2,1,0,26,0,3,15,0,11,13,2,1,3,9,2,2,14,1,7,4,9,6,0,8,0,0,0,13,2,1
"109",1568,17,16,41,395,75,31,153,867,248,845,19,229,86,2,160,8,6,86,15,882,408,4,8,259,167,5,17,1,422,11,1,5,63,19,148,102,2,444,135,14,9,29,0,2,32,12,0,3,1,39,1,0,31,0,32,9,0,27,19,2,249,3,37,4,15,30,0,0,0,1,3,40,6,37,0,16,1,58,2,2,0,0,24,0,0,0,2,2,47,2,1,23,2,27,1,0,0,0,0,7,0,3,2,0,3,31,0,2,6,0,0,0,0,0,0,0
"110",227,107,149,224,342,138,72,96,190,165,255,109,25,149,152,63,26,9,63,5,55,75,5,233,208,107,5,220,58,83,1,3,69,11,131,17,141,95,55,207,28,3,28,15,4,5,139,0,13,7,50,14,14,87,0,2,1,0,0,18,6,60,0,4,99,0,13,16,4,0,7,2,0,1,2,14,29,25,14,7,0,5,10,15,6,8,13,0,1,11,21,0,18,0,4,29,0,2,6,0,0,3,1,5,19,1,5,2,10,1,6,1,299,119,5,2,10
