var1,var2,Value
0,1,0.3660520323861036
0,2,0.22580331847738022
0,3,0.03936898716844055
0,4,0.0116284573327103
1,2,0.5513745644550545
1,3,-0.0082063238680932
1,4,0.0431405750568579
2,3,0.0092607341297656
2,4,0.0
3,4,0.3782222107730353
