var1,var2,Value
0,1,0.4637876376141252
0,2,0.5579119871716227
0,3,0.0
0,4,0.0
1,2,0.2590836885331945
1,3,0.00089103473649875
1,4,0.1587192027071988
2,3,0.0
2,4,0.0
3,4,0.4268357890297646
