test_error,# of Samples,Index of Predicted Column,Algorithm,algorithm
0.47438726773458156,168,35,Pearson Correlation,LassoCV
0.5296725328353947,148,35,Pearson Correlation,LassoCV
0.5870888346203951,128,35,Pearson Correlation,LassoCV
0.434026938854766,108,35,Pearson Correlation,LassoCV
0.4136370642081912,88,35,Pearson Correlation,LassoCV
0.4469628287454197,68,35,Pearson Correlation,LassoCV
0.5362671424335296,48,35,Pearson Correlation,LassoCV
0.5118012876139593,28,35,Pearson Correlation,LassoCV
0.5725156305217926,288,36,Pearson Correlation,LassoCV
0.5524775291287897,268,36,Pearson Correlation,LassoCV
0.5822051793376817,248,36,Pearson Correlation,LassoCV
0.6351759631142486,228,36,Pearson Correlation,LassoCV
0.6339733279096595,208,36,Pearson Correlation,LassoCV
0.6541919340987756,188,36,Pearson Correlation,LassoCV
0.6452373987188239,168,36,Pearson Correlation,LassoCV
0.6353625043408951,148,36,Pearson Correlation,LassoCV
0.6092597296779813,128,36,Pearson Correlation,LassoCV
0.6520405216394939,108,36,Pearson Correlation,LassoCV
0.6679377803172507,88,36,Pearson Correlation,LassoCV
0.750758701227531,68,36,Pearson Correlation,LassoCV
0.8617706945954473,48,36,Pearson Correlation,LassoCV
0.5602164865349573,28,36,Pearson Correlation,LassoCV
0.3707360027786897,288,37,Pearson Correlation,LassoCV
0.3671730412236018,268,37,Pearson Correlation,LassoCV
0.4612352446280948,248,37,Pearson Correlation,LassoCV
0.44076365947805324,228,37,Pearson Correlation,LassoCV
0.3930048258818076,208,37,Pearson Correlation,LassoCV
0.49001172123883413,188,37,Pearson Correlation,LassoCV
0.4425775744217402,168,37,Pearson Correlation,LassoCV
0.4757968786244468,148,37,Pearson Correlation,LassoCV
0.4229032348437875,128,37,Pearson Correlation,LassoCV
0.39556706080854037,108,37,Pearson Correlation,LassoCV
0.42459054037424476,88,37,Pearson Correlation,LassoCV
0.49522318547441957,68,37,Pearson Correlation,LassoCV
0.39089140698403285,48,37,Pearson Correlation,LassoCV
0.45911028053992003,28,37,Pearson Correlation,LassoCV
0.42799510255318535,288,38,Pearson Correlation,LassoCV
0.4657439047831417,268,38,Pearson Correlation,LassoCV
0.448065732431499,248,38,Pearson Correlation,LassoCV
0.46703719534660654,228,38,Pearson Correlation,LassoCV
0.4800309311863071,208,38,Pearson Correlation,LassoCV
0.5431039544801276,188,38,Pearson Correlation,LassoCV
0.5110658772925817,168,38,Pearson Correlation,LassoCV
0.5843204674805093,148,38,Pearson Correlation,LassoCV
0.6394933244084263,128,38,Pearson Correlation,LassoCV
0.6217533202059164,108,38,Pearson Correlation,LassoCV
0.6211136697566169,88,38,Pearson Correlation,LassoCV
0.5544152017068741,68,38,Pearson Correlation,LassoCV
0.512190167182931,48,38,Pearson Correlation,LassoCV
0.5777748476940633,28,38,Pearson Correlation,LassoCV
0.6808621823838745,288,39,Pearson Correlation,LassoCV
0.6626636450071839,268,39,Pearson Correlation,LassoCV
0.6168771780193961,248,39,Pearson Correlation,LassoCV
0.6210903658325632,228,39,Pearson Correlation,LassoCV
0.6497785700652493,208,39,Pearson Correlation,LassoCV
0.6533176572714292,188,39,Pearson Correlation,LassoCV
0.6982220058934586,168,39,Pearson Correlation,LassoCV
0.6992292029405869,148,39,Pearson Correlation,LassoCV
0.7241617669825237,128,39,Pearson Correlation,LassoCV
0.6940905442015882,108,39,Pearson Correlation,LassoCV
0.711659954828936,88,39,Pearson Correlation,LassoCV
0.713783040903701,68,39,Pearson Correlation,LassoCV
0.9308826759361604,48,39,Pearson Correlation,LassoCV
0.6793910630365003,28,39,Pearson Correlation,LassoCV
0.24501718246680268,288,40,Pearson Correlation,LassoCV
0.22039810100110965,268,40,Pearson Correlation,LassoCV
0.24763378661042598,248,40,Pearson Correlation,LassoCV
0.23846529636162117,228,40,Pearson Correlation,LassoCV
0.25036345984469804,208,40,Pearson Correlation,LassoCV
0.23741127263925696,188,40,Pearson Correlation,LassoCV
0.27184623908956623,168,40,Pearson Correlation,LassoCV
0.22080451723395958,148,40,Pearson Correlation,LassoCV
0.23080009092045253,128,40,Pearson Correlation,LassoCV
0.3010376377342279,108,40,Pearson Correlation,LassoCV
0.20773533484760406,88,40,Pearson Correlation,LassoCV
0.20138550543587963,68,40,Pearson Correlation,LassoCV
0.3084213576647805,48,40,Pearson Correlation,LassoCV
0.3550198257671073,28,40,Pearson Correlation,LassoCV
0.4796817424824313,288,41,Pearson Correlation,LassoCV
0.5171197898823491,268,41,Pearson Correlation,LassoCV
0.509476281205,248,41,Pearson Correlation,LassoCV
0.49280697567004256,228,41,Pearson Correlation,LassoCV
0.44026762828114663,208,41,Pearson Correlation,LassoCV
0.4334279356207582,188,41,Pearson Correlation,LassoCV
0.5354649183830953,168,41,Pearson Correlation,LassoCV
0.5358257117557634,148,41,Pearson Correlation,LassoCV
0.5138970935460467,128,41,Pearson Correlation,LassoCV
0.5330852655729371,108,41,Pearson Correlation,LassoCV
0.5817228617535267,88,41,Pearson Correlation,LassoCV
0.6035742664133696,68,41,Pearson Correlation,LassoCV
0.5244216097987506,48,41,Pearson Correlation,LassoCV
0.6705239798690396,28,41,Pearson Correlation,LassoCV
0.5640249632939183,288,42,Pearson Correlation,LassoCV
0.5575791719055775,268,42,Pearson Correlation,LassoCV
0.5894300133520773,248,42,Pearson Correlation,LassoCV
0.6223692762190822,228,42,Pearson Correlation,LassoCV
0.61395439263047,208,42,Pearson Correlation,LassoCV
0.5603024175750635,188,42,Pearson Correlation,LassoCV
0.6033119074029974,168,42,Pearson Correlation,LassoCV
0.64799270813753,148,42,Pearson Correlation,LassoCV
0.6181589194752651,128,42,Pearson Correlation,LassoCV
0.6011162479188811,108,42,Pearson Correlation,LassoCV
0.6152564132038122,88,42,Pearson Correlation,LassoCV
0.7469144544125976,68,42,Pearson Correlation,LassoCV
0.5357059910527627,48,42,Pearson Correlation,LassoCV
0.6890117464755585,28,42,Pearson Correlation,LassoCV
0.2099145964178646,288,43,Pearson Correlation,LassoCV
0.2067532907328816,268,43,Pearson Correlation,LassoCV
0.21215315282131975,248,43,Pearson Correlation,LassoCV
0.22247428457188478,228,43,Pearson Correlation,LassoCV
0.22478266050545134,208,43,Pearson Correlation,LassoCV
0.23882821579869654,188,43,Pearson Correlation,LassoCV
0.24321756196330632,168,43,Pearson Correlation,LassoCV
0.23602901170875965,148,43,Pearson Correlation,LassoCV
0.2530864149602827,128,43,Pearson Correlation,LassoCV
0.26682890345665905,108,43,Pearson Correlation,LassoCV
0.2690575826493407,88,43,Pearson Correlation,LassoCV
0.3761945096573431,68,43,Pearson Correlation,LassoCV
0.3277023931710059,48,43,Pearson Correlation,LassoCV
0.3131458110406459,28,43,Pearson Correlation,LassoCV
0.4254835339790499,288,44,Pearson Correlation,LassoCV
0.4403984047860552,268,44,Pearson Correlation,LassoCV
0.47649174270792205,248,44,Pearson Correlation,LassoCV
0.5244122641205688,228,44,Pearson Correlation,LassoCV
0.48043191986194733,208,44,Pearson Correlation,LassoCV
0.4737340787154696,188,44,Pearson Correlation,LassoCV
0.44784971051436745,168,44,Pearson Correlation,LassoCV
0.45954158162652353,148,44,Pearson Correlation,LassoCV
0.4158509920425886,128,44,Pearson Correlation,LassoCV
0.5061800881819506,108,44,Pearson Correlation,LassoCV
0.40983364434550684,88,44,Pearson Correlation,LassoCV
0.4184962955053438,68,44,Pearson Correlation,LassoCV
0.37687706250292724,48,44,Pearson Correlation,LassoCV
0.7092490177353029,28,44,Pearson Correlation,LassoCV
0.2872962069469801,288,45,Pearson Correlation,LassoCV
0.2912639580453457,268,45,Pearson Correlation,LassoCV
0.3016312328195581,248,45,Pearson Correlation,LassoCV
0.31572860049493606,228,45,Pearson Correlation,LassoCV
0.3280505169842081,208,45,Pearson Correlation,LassoCV
0.332723223834106,188,45,Pearson Correlation,LassoCV
0.3458338526249653,168,45,Pearson Correlation,LassoCV
0.3766209084591751,148,45,Pearson Correlation,LassoCV
0.3886886344416715,128,45,Pearson Correlation,LassoCV
0.386863416789587,108,45,Pearson Correlation,LassoCV
0.3793354277219334,88,45,Pearson Correlation,LassoCV
0.409388763350667,68,45,Pearson Correlation,LassoCV
0.3916547554300552,48,45,Pearson Correlation,LassoCV
0.5034318041459778,28,45,Pearson Correlation,LassoCV
0.28124027916343547,288,46,Pearson Correlation,LassoCV
0.3164166266063442,268,46,Pearson Correlation,LassoCV
0.3386733855542048,248,46,Pearson Correlation,LassoCV
0.28430337394336036,228,46,Pearson Correlation,LassoCV
0.34055353053787724,208,46,Pearson Correlation,LassoCV
0.33426810190574896,188,46,Pearson Correlation,LassoCV
0.31151467694721635,168,46,Pearson Correlation,LassoCV
0.28343178031394906,148,46,Pearson Correlation,LassoCV
0.2778443581331749,128,46,Pearson Correlation,LassoCV
0.29993069905218395,108,46,Pearson Correlation,LassoCV
0.2460921484825019,88,46,Pearson Correlation,LassoCV
0.23449954401520282,68,46,Pearson Correlation,LassoCV
0.19376862719052554,48,46,Pearson Correlation,LassoCV
0.263928347735402,28,46,Pearson Correlation,LassoCV
0.4415061597138889,288,47,Pearson Correlation,LassoCV
0.46810806369693164,268,47,Pearson Correlation,LassoCV
0.4727069072781464,248,47,Pearson Correlation,LassoCV
0.4520296426423955,228,47,Pearson Correlation,LassoCV
0.4646740321914142,208,47,Pearson Correlation,LassoCV
0.455937705632352,188,47,Pearson Correlation,LassoCV
0.4778373053157143,168,47,Pearson Correlation,LassoCV
0.4623416348910432,148,47,Pearson Correlation,LassoCV
0.4721281139871707,128,47,Pearson Correlation,LassoCV
0.4621234720656953,108,47,Pearson Correlation,LassoCV
0.4753337913532169,88,47,Pearson Correlation,LassoCV
0.49792693571257257,68,47,Pearson Correlation,LassoCV
0.3880399301862653,48,47,Pearson Correlation,LassoCV
0.5417457378567211,28,47,Pearson Correlation,LassoCV
0.614062693969963,288,48,Pearson Correlation,LassoCV
0.622172600714706,268,48,Pearson Correlation,LassoCV
0.6464797629260653,248,48,Pearson Correlation,LassoCV
0.674854815515133,228,48,Pearson Correlation,LassoCV
0.6566924156384845,208,48,Pearson Correlation,LassoCV
0.653366328750483,188,48,Pearson Correlation,LassoCV
0.6893394385771577,168,48,Pearson Correlation,LassoCV
0.6948270779589075,148,48,Pearson Correlation,LassoCV
0.6700099271648332,128,48,Pearson Correlation,LassoCV
0.7027541546657927,108,48,Pearson Correlation,LassoCV
0.6907456765622166,88,48,Pearson Correlation,LassoCV
0.6776595419426791,68,48,Pearson Correlation,LassoCV
0.6261699316344149,48,48,Pearson Correlation,LassoCV
0.6106367943572542,28,48,Pearson Correlation,LassoCV
0.2824580868149601,288,49,Pearson Correlation,LassoCV
0.3121154810463312,268,49,Pearson Correlation,LassoCV
0.32945700537751804,248,49,Pearson Correlation,LassoCV
0.29817613147427263,228,49,Pearson Correlation,LassoCV
0.2950128641947949,208,49,Pearson Correlation,LassoCV
0.2924593979317968,188,49,Pearson Correlation,LassoCV
0.318423774164383,168,49,Pearson Correlation,LassoCV
0.3529796215651934,148,49,Pearson Correlation,LassoCV
0.3394667569680499,128,49,Pearson Correlation,LassoCV
0.4692855686331164,108,49,Pearson Correlation,LassoCV
0.5116483522851191,88,49,Pearson Correlation,LassoCV
0.34813359287052453,68,49,Pearson Correlation,LassoCV
0.43410867321250346,48,49,Pearson Correlation,LassoCV
0.5246054394950045,28,49,Pearson Correlation,LassoCV
0.41587703283415983,288,50,Pearson Correlation,LassoCV
0.426906661464235,268,50,Pearson Correlation,LassoCV
0.43073774031022766,248,50,Pearson Correlation,LassoCV
0.44063159088776044,228,50,Pearson Correlation,LassoCV
0.4126935901902434,208,50,Pearson Correlation,LassoCV
0.4152779073161166,188,50,Pearson Correlation,LassoCV
0.434373922961865,168,50,Pearson Correlation,LassoCV
0.4188159465085992,148,50,Pearson Correlation,LassoCV
0.46299913388302255,128,50,Pearson Correlation,LassoCV
0.4538742500664965,108,50,Pearson Correlation,LassoCV
0.5251484504806503,88,50,Pearson Correlation,LassoCV
0.5356738138225996,68,50,Pearson Correlation,LassoCV
0.5243472215345774,48,50,Pearson Correlation,LassoCV
0.49604851843943837,28,50,Pearson Correlation,LassoCV
0.4661431191372185,288,51,Pearson Correlation,LassoCV
0.47060849413915246,268,51,Pearson Correlation,LassoCV
0.4715724104226595,248,51,Pearson Correlation,LassoCV
0.46850419300444274,228,51,Pearson Correlation,LassoCV
0.4755320631806941,208,51,Pearson Correlation,LassoCV
0.4752626040499281,188,51,Pearson Correlation,LassoCV
0.5735513022355897,168,51,Pearson Correlation,LassoCV
0.5499039471418494,148,51,Pearson Correlation,LassoCV
0.5596116880649094,128,51,Pearson Correlation,LassoCV
0.6201509375719295,108,51,Pearson Correlation,LassoCV
0.5642143105927796,88,51,Pearson Correlation,LassoCV
0.5643830648324325,68,51,Pearson Correlation,LassoCV
0.6632661974462705,48,51,Pearson Correlation,LassoCV
0.842762310120936,28,51,Pearson Correlation,LassoCV
0.5184739469711577,288,52,Pearson Correlation,LassoCV
0.5068953138627795,268,52,Pearson Correlation,LassoCV
0.51673126952364,248,52,Pearson Correlation,LassoCV
0.5719908238442043,228,52,Pearson Correlation,LassoCV
0.5572545720659443,208,52,Pearson Correlation,LassoCV
0.5688274137776913,188,52,Pearson Correlation,LassoCV
0.6532019839065174,168,52,Pearson Correlation,LassoCV
0.6022936367430987,148,52,Pearson Correlation,LassoCV
0.5544877302427463,128,52,Pearson Correlation,LassoCV
0.49233403221447586,108,52,Pearson Correlation,LassoCV
0.541300076549994,88,52,Pearson Correlation,LassoCV
0.5728545988355412,68,52,Pearson Correlation,LassoCV
0.5066734947474963,48,52,Pearson Correlation,LassoCV
0.5306768370144787,28,52,Pearson Correlation,LassoCV
0.4040532524774055,288,53,Pearson Correlation,LassoCV
0.42504771005930286,268,53,Pearson Correlation,LassoCV
0.44007267258315336,248,53,Pearson Correlation,LassoCV
0.433324674666125,228,53,Pearson Correlation,LassoCV
0.4100988110867167,208,53,Pearson Correlation,LassoCV
0.43170130983416755,188,53,Pearson Correlation,LassoCV
0.4317039412286097,168,53,Pearson Correlation,LassoCV
0.46288531004165945,148,53,Pearson Correlation,LassoCV
0.5318326453261716,128,53,Pearson Correlation,LassoCV
0.5246272177018471,108,53,Pearson Correlation,LassoCV
0.5147741186404998,88,53,Pearson Correlation,LassoCV
0.6118638161881129,68,53,Pearson Correlation,LassoCV
0.5440672639093675,48,53,Pearson Correlation,LassoCV
0.6576195591581288,28,53,Pearson Correlation,LassoCV
0.4580181538990575,288,54,Pearson Correlation,LassoCV
0.4732239707589678,268,54,Pearson Correlation,LassoCV
0.4906537220243489,248,54,Pearson Correlation,LassoCV
0.4995060530337379,228,54,Pearson Correlation,LassoCV
0.4997767690323646,208,54,Pearson Correlation,LassoCV
0.5280934683462408,188,54,Pearson Correlation,LassoCV
0.5750862623710832,168,54,Pearson Correlation,LassoCV
0.5637464352394362,148,54,Pearson Correlation,LassoCV
0.5810399160771458,128,54,Pearson Correlation,LassoCV
0.6141213240060804,108,54,Pearson Correlation,LassoCV
0.6287346344379766,88,54,Pearson Correlation,LassoCV
0.6326230582116893,68,54,Pearson Correlation,LassoCV
0.5899504026954376,48,54,Pearson Correlation,LassoCV
0.5041597261438522,28,54,Pearson Correlation,LassoCV
0.42508022426060466,288,55,Pearson Correlation,LassoCV
0.3765864492853382,268,55,Pearson Correlation,LassoCV
0.428520827366885,248,55,Pearson Correlation,LassoCV
0.3880868212151722,228,55,Pearson Correlation,LassoCV
0.42956440431924153,208,55,Pearson Correlation,LassoCV
0.38885323358432816,188,55,Pearson Correlation,LassoCV
0.449912734057494,168,55,Pearson Correlation,LassoCV
0.38948902678373637,148,55,Pearson Correlation,LassoCV
0.39066445931712385,128,55,Pearson Correlation,LassoCV
0.4077800277392964,108,55,Pearson Correlation,LassoCV
0.4323984415733324,88,55,Pearson Correlation,LassoCV
0.3591928712251116,68,55,Pearson Correlation,LassoCV
0.3269492136853786,48,55,Pearson Correlation,LassoCV
0.380581355327326,28,55,Pearson Correlation,LassoCV
0.6097280841867946,288,56,Pearson Correlation,LassoCV
0.6174905572917138,268,56,Pearson Correlation,LassoCV
0.6781166263112234,248,56,Pearson Correlation,LassoCV
0.6386662336108758,228,56,Pearson Correlation,LassoCV
0.6517595261839189,208,56,Pearson Correlation,LassoCV
0.6687566181307293,188,56,Pearson Correlation,LassoCV
0.6417068122462039,168,56,Pearson Correlation,LassoCV
0.676042156192641,148,56,Pearson Correlation,LassoCV
0.6557190346729577,128,56,Pearson Correlation,LassoCV
0.6560910496195806,108,56,Pearson Correlation,LassoCV
0.6823918303717357,88,56,Pearson Correlation,LassoCV
0.6467017563308274,68,56,Pearson Correlation,LassoCV
0.6023359191322736,48,56,Pearson Correlation,LassoCV
0.49558990040819934,28,56,Pearson Correlation,LassoCV
0.16844423055365473,288,57,Pearson Correlation,LassoCV
0.1773345388809994,268,57,Pearson Correlation,LassoCV
0.17775547844737516,248,57,Pearson Correlation,LassoCV
0.1884945159357215,228,57,Pearson Correlation,LassoCV
0.19319541363200662,208,57,Pearson Correlation,LassoCV
0.1823111870924045,188,57,Pearson Correlation,LassoCV
0.19097750377586198,168,57,Pearson Correlation,LassoCV
0.18584949973413564,148,57,Pearson Correlation,LassoCV
0.18908978090382852,128,57,Pearson Correlation,LassoCV
0.2492544600626109,108,57,Pearson Correlation,LassoCV
0.284638193073723,88,57,Pearson Correlation,LassoCV
0.2519001313372544,68,57,Pearson Correlation,LassoCV
0.40005894620755594,48,57,Pearson Correlation,LassoCV
0.5869554651938013,28,57,Pearson Correlation,LassoCV
0.4223257158471014,288,58,Pearson Correlation,LassoCV
0.4294586154609871,268,58,Pearson Correlation,LassoCV
0.39415880017610627,248,58,Pearson Correlation,LassoCV
0.4402026043664528,228,58,Pearson Correlation,LassoCV
0.4535561791032808,208,58,Pearson Correlation,LassoCV
0.4054538505327641,188,58,Pearson Correlation,LassoCV
0.4147868770228153,168,58,Pearson Correlation,LassoCV
0.5987942243941907,148,58,Pearson Correlation,LassoCV
0.32992856925117303,128,58,Pearson Correlation,LassoCV
0.31647063984417434,108,58,Pearson Correlation,LassoCV
0.20550277809191805,88,58,Pearson Correlation,LassoCV
0.3860645993089647,68,58,Pearson Correlation,LassoCV
0.5190446035618256,48,58,Pearson Correlation,LassoCV
0.7580985793162963,28,58,Pearson Correlation,LassoCV
0.09887988483373959,288,59,Pearson Correlation,LassoCV
0.08339391016799573,268,59,Pearson Correlation,LassoCV
0.08378245271919653,248,59,Pearson Correlation,LassoCV
0.09747794279813517,228,59,Pearson Correlation,LassoCV
0.0850060354501123,208,59,Pearson Correlation,LassoCV
0.08556639944235504,188,59,Pearson Correlation,LassoCV
0.10738472068484634,168,59,Pearson Correlation,LassoCV
0.09539646763722548,148,59,Pearson Correlation,LassoCV
0.11256918670624079,128,59,Pearson Correlation,LassoCV
0.094636538932792,108,59,Pearson Correlation,LassoCV
0.12902227782823514,88,59,Pearson Correlation,LassoCV
0.19145114660337245,68,59,Pearson Correlation,LassoCV
0.07466401515350081,48,59,Pearson Correlation,LassoCV
0.532045191779279,28,59,Pearson Correlation,LassoCV
0.4713313530663797,288,60,Pearson Correlation,LassoCV
0.4938626091152864,268,60,Pearson Correlation,LassoCV
0.4188481492332226,248,60,Pearson Correlation,LassoCV
0.44667295049832445,228,60,Pearson Correlation,LassoCV
0.4536603329654296,208,60,Pearson Correlation,LassoCV
0.428897435913198,188,60,Pearson Correlation,LassoCV
0.4840815021193472,168,60,Pearson Correlation,LassoCV
0.4768491109674357,148,60,Pearson Correlation,LassoCV
0.3888571278802529,128,60,Pearson Correlation,LassoCV
0.46685701834648735,108,60,Pearson Correlation,LassoCV
0.5998550386120305,88,60,Pearson Correlation,LassoCV
0.6057825225475651,68,60,Pearson Correlation,LassoCV
0.5960886989899699,48,60,Pearson Correlation,LassoCV
0.46871841974635564,28,60,Pearson Correlation,LassoCV
0.3352780013431869,288,61,Pearson Correlation,LassoCV
0.3683780332384326,268,61,Pearson Correlation,LassoCV
0.3674253499649498,248,61,Pearson Correlation,LassoCV
0.3936021216985772,228,61,Pearson Correlation,LassoCV
0.3835257702403719,208,61,Pearson Correlation,LassoCV
0.36895882234923066,188,61,Pearson Correlation,LassoCV
0.3553516744619032,168,61,Pearson Correlation,LassoCV
0.4326368337608136,148,61,Pearson Correlation,LassoCV
0.4972259965340547,128,61,Pearson Correlation,LassoCV
0.605901285110443,108,61,Pearson Correlation,LassoCV
0.6661933859288123,88,61,Pearson Correlation,LassoCV
0.6005281647421602,68,61,Pearson Correlation,LassoCV
0.5349981889799595,48,61,Pearson Correlation,LassoCV
0.5247043806447057,28,61,Pearson Correlation,LassoCV
0.49356284107177734,288,62,Pearson Correlation,LassoCV
0.48495921133765085,268,62,Pearson Correlation,LassoCV
0.4923375935636242,248,62,Pearson Correlation,LassoCV
0.4895133429753107,228,62,Pearson Correlation,LassoCV
0.5542872014064867,208,62,Pearson Correlation,LassoCV
0.48548158875395453,188,62,Pearson Correlation,LassoCV
0.5242884169174943,168,62,Pearson Correlation,LassoCV
0.5474591472336735,148,62,Pearson Correlation,LassoCV
0.6073501223842547,128,62,Pearson Correlation,LassoCV
0.4978912884121391,108,62,Pearson Correlation,LassoCV
0.5096790257329237,88,62,Pearson Correlation,LassoCV
0.4865033375011578,68,62,Pearson Correlation,LassoCV
0.4790870141033132,48,62,Pearson Correlation,LassoCV
0.5366133709385252,28,62,Pearson Correlation,LassoCV
0.625404000065205,288,63,Pearson Correlation,LassoCV
0.6263459052517569,268,63,Pearson Correlation,LassoCV
0.6281860125602897,248,63,Pearson Correlation,LassoCV
0.6796831392299184,228,63,Pearson Correlation,LassoCV
0.6727583181978475,208,63,Pearson Correlation,LassoCV
0.6994150589505966,188,63,Pearson Correlation,LassoCV
0.6970033830312309,168,63,Pearson Correlation,LassoCV
0.6842986298778421,148,63,Pearson Correlation,LassoCV
0.6742886467178542,128,63,Pearson Correlation,LassoCV
0.6628613819126624,108,63,Pearson Correlation,LassoCV
0.666558218148798,88,63,Pearson Correlation,LassoCV
0.6115321615877422,68,63,Pearson Correlation,LassoCV
0.5879262387628775,48,63,Pearson Correlation,LassoCV
0.7445650259420801,28,63,Pearson Correlation,LassoCV
0.12612134758482058,288,64,Pearson Correlation,LassoCV
0.12401088315942434,268,64,Pearson Correlation,LassoCV
0.11455511446580847,248,64,Pearson Correlation,LassoCV
0.14411657675626519,228,64,Pearson Correlation,LassoCV
0.15149213054080962,208,64,Pearson Correlation,LassoCV
0.14284418549901476,188,64,Pearson Correlation,LassoCV
0.17473461250408726,168,64,Pearson Correlation,LassoCV
0.1346446804598066,148,64,Pearson Correlation,LassoCV
0.16970741851207008,128,64,Pearson Correlation,LassoCV
0.19435816513118898,108,64,Pearson Correlation,LassoCV
0.22958444457455937,88,64,Pearson Correlation,LassoCV
0.2390108991057107,68,64,Pearson Correlation,LassoCV
0.09216501903639479,48,64,Pearson Correlation,LassoCV
0.5035990650381588,28,64,Pearson Correlation,LassoCV
0.5104340845016017,288,65,Pearson Correlation,LassoCV
0.524784387575785,268,65,Pearson Correlation,LassoCV
0.503954614378152,248,65,Pearson Correlation,LassoCV
0.6573621373217927,228,65,Pearson Correlation,LassoCV
0.577386562303965,208,65,Pearson Correlation,LassoCV
0.5971445300133255,188,65,Pearson Correlation,LassoCV
0.6134022017446333,168,65,Pearson Correlation,LassoCV
0.5677778641457616,148,65,Pearson Correlation,LassoCV
0.5987805026283165,128,65,Pearson Correlation,LassoCV
0.6408733819220022,108,65,Pearson Correlation,LassoCV
0.5644151601047384,88,65,Pearson Correlation,LassoCV
0.5638169022569214,68,65,Pearson Correlation,LassoCV
0.5492953041530313,48,65,Pearson Correlation,LassoCV
0.5446277716091221,28,65,Pearson Correlation,LassoCV
0.5391542037027998,288,66,Pearson Correlation,LassoCV
0.543660677612219,268,66,Pearson Correlation,LassoCV
0.5135805283719731,248,66,Pearson Correlation,LassoCV
0.5607232722612249,228,66,Pearson Correlation,LassoCV
0.5585902295683419,208,66,Pearson Correlation,LassoCV
0.6354136068085635,188,66,Pearson Correlation,LassoCV
0.5562220912674535,168,66,Pearson Correlation,LassoCV
0.5546445515326193,148,66,Pearson Correlation,LassoCV
0.543048231517206,128,66,Pearson Correlation,LassoCV
0.5118220504099448,108,66,Pearson Correlation,LassoCV
0.5684759253634891,88,66,Pearson Correlation,LassoCV
0.594685794110688,68,66,Pearson Correlation,LassoCV
0.5992294389832301,48,66,Pearson Correlation,LassoCV
0.7481482624908846,28,66,Pearson Correlation,LassoCV
0.4668548521014036,288,67,Pearson Correlation,LassoCV
0.42115168811410747,268,67,Pearson Correlation,LassoCV
0.39831179893532487,248,67,Pearson Correlation,LassoCV
0.46749820668708914,228,67,Pearson Correlation,LassoCV
0.4204833025287969,208,67,Pearson Correlation,LassoCV
0.630075267949257,188,67,Pearson Correlation,LassoCV
0.6397914855715138,168,67,Pearson Correlation,LassoCV
0.5873369000456,148,67,Pearson Correlation,LassoCV
0.6141411864667231,128,67,Pearson Correlation,LassoCV
0.5935621977324419,108,67,Pearson Correlation,LassoCV
0.5712526974271928,88,67,Pearson Correlation,LassoCV
0.5255455292678914,68,67,Pearson Correlation,LassoCV
0.5750632053983474,48,67,Pearson Correlation,LassoCV
0.6770168232327256,28,67,Pearson Correlation,LassoCV
0.3218999966979933,288,68,Pearson Correlation,LassoCV
0.307475567478732,268,68,Pearson Correlation,LassoCV
0.30941092321395963,248,68,Pearson Correlation,LassoCV
0.31635871220774364,228,68,Pearson Correlation,LassoCV
0.3359812161198385,208,68,Pearson Correlation,LassoCV
0.34317918636546835,188,68,Pearson Correlation,LassoCV
0.3390607970202555,168,68,Pearson Correlation,LassoCV
0.6724351721657366,148,68,Pearson Correlation,LassoCV
0.6099949925774383,128,68,Pearson Correlation,LassoCV
0.5886063717182622,108,68,Pearson Correlation,LassoCV
0.5851718056854045,88,68,Pearson Correlation,LassoCV
0.6506428227011383,68,68,Pearson Correlation,LassoCV
0.6799273033901723,48,68,Pearson Correlation,LassoCV
0.6891832971461295,28,68,Pearson Correlation,LassoCV
0.5267085271759493,288,69,Pearson Correlation,LassoCV
0.506167814422921,268,69,Pearson Correlation,LassoCV
0.5703693173406686,248,69,Pearson Correlation,LassoCV
0.5533395391657603,228,69,Pearson Correlation,LassoCV
0.5535504732112692,208,69,Pearson Correlation,LassoCV
0.5530335008304679,188,69,Pearson Correlation,LassoCV
0.6155956093322201,168,69,Pearson Correlation,LassoCV
0.5321628910437766,148,69,Pearson Correlation,LassoCV
0.4783432875361209,128,69,Pearson Correlation,LassoCV
0.6573076562540271,108,69,Pearson Correlation,LassoCV
0.6101631200074172,88,69,Pearson Correlation,LassoCV
0.49729176494505895,68,69,Pearson Correlation,LassoCV
0.5586150392099261,48,69,Pearson Correlation,LassoCV
0.5522964667973196,28,69,Pearson Correlation,LassoCV
0.2666872602238272,288,70,Pearson Correlation,LassoCV
0.2765971164967252,268,70,Pearson Correlation,LassoCV
0.27825054033142016,248,70,Pearson Correlation,LassoCV
0.2865953216826431,228,70,Pearson Correlation,LassoCV
0.2779231804338486,208,70,Pearson Correlation,LassoCV
0.3037490325248419,188,70,Pearson Correlation,LassoCV
0.26605897995809985,168,70,Pearson Correlation,LassoCV
0.29021892558282303,148,70,Pearson Correlation,LassoCV
0.3159887934522169,128,70,Pearson Correlation,LassoCV
0.3201553096676256,108,70,Pearson Correlation,LassoCV
0.422241766228823,88,70,Pearson Correlation,LassoCV
0.3297540005029104,68,70,Pearson Correlation,LassoCV
0.45646478545228364,48,70,Pearson Correlation,LassoCV
0.47134391090977457,28,70,Pearson Correlation,LassoCV
0.3967500354400108,288,71,Pearson Correlation,LassoCV
0.4334654724456666,268,71,Pearson Correlation,LassoCV
