K00024,K00041,K00074,K00134,K00239,K00262,K00600,K00626,K00927,K01006,K01610,K01689,K01803,K01805,K01810,K01812,K01939,K02355,K02357,K02358,K02863,K02867,K02878,K02879,K02881,K02886,K02890,K02931,K02935,K02982,K02986,K02992,K02994,K02996,K03040,K03043,K03046,K04043,K04077,K10117,K10200,K10439,K15633
3.2814283157967417,2.6998897346193487,1.7936169053973057,1.6378172458590334,2.6884854871793067,4.153174611149139,2.943643904592694,1.9922982180012125,2.311397692763764,2.4842114561963116,2.2961774707994245,1.840864347615273,2.4655282365815245,0.0,2.370259937090033,0.0,2.704709511020792,3.053276712149878,2.9889545357343503,2.742062397938217,2.099966712228861,3.1029771558913644,1.4337434768760302,2.4470068655537798,2.6480752314880043,1.7246399609141405,2.6421610880006683,3.2554947353513546,2.2799725333313208,2.4154388554959714,2.016130042932139,1.9308075139404637,2.238239757453047,2.860049530824219,2.5326504524066187,2.469012991643256,2.3969180017402896,3.3366765844903026,2.620697654834012,2.09156432828963,1.6440896431156005,1.1964960654332497,2.8260495646786916
3.633556304534706,0.0,0.0,2.528723185858978,2.87578410996979,2.487216744186626,0.0,0.6285001118621794,0.0,0.565581040048034,2.073654882235446,0.0,3.6621902541442592,2.189394040888473,0.0,2.644585980603562,0.0,0.6351261268729125,0.0,0.4992963849981343,0.0,0.0,0.0,0.0,0.8826917438293348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972770880756916,0.9533498436080731,0.0,0.0,0.0,1.0229369404732336,0.47445790880651106,1.2141154940299765,0.0,1.9514010331462681,0.0
5.610458177179517,1.646536757472227,2.4035756674205375,3.2340926800587906,3.0362267054806806,4.208957996504015,3.329054475623138,2.7163322910970025,2.311397692763764,2.6584795844693265,3.773659010072598,1.840864347615273,3.14845344390429,3.1926236595425417,2.9164837829785664,1.86767733599559,2.704709511020792,3.584560522439334,2.681018382022154,3.5799176339278893,3.2495120708993026,3.427512616885986,2.338334895426108,2.763037968898737,2.478029011698893,2.7485460143715503,3.0663823021767875,3.405960170881668,2.5748747859992833,2.8621245464179843,3.313152232445279,2.5919597990156165,2.6484971582886265,4.049761030599873,2.709092521373538,3.0845178353684357,2.993436567775045,4.056607088483907,3.1098765196534424,2.09156432828963,2.854936108241421,1.752835053502895,2.5028113131287455
3.467293886228277,0.7091247834494638,0.8968084526986528,2.4401775310570297,2.0088947937722446,2.670201814151928,1.471821952296347,0.6285001118621794,0.0,0.565581040048034,1.6049591767209421,0.0,3.3437671144696313,2.65900866037044,0.0,2.9928626113379444,1.0972570245837943,0.0,0.0,0.4992963849981343,0.0,0.8385428198382159,0.0,1.3815189844493685,0.8826917438293348,0.7427620022823331,0.0,0.8332700022392857,0.0,0.0,0.0,0.0,0.0,1.5110237521871748,0.7321001631488392,0.0,0.0,1.2908027035438356,0.0,1.5686732462172226,1.096059762077067,1.1964960654332497,0.8915193777117256
2.5397468659357916,0.7091247834494638,0.0,3.5268474709990634,2.0088947937722446,0.6532663213973398,2.156180187325512,0.0,0.9622109685808115,0.0,1.6049591767209421,2.3656896351547227,2.039207524590747,0.867526863527648,1.1309013951961446,2.5446872367758,1.6074524864369981,1.783024458404053,1.0623283998123054,1.8476161741713621,1.6247560354496513,2.6581178493850977,2.5395091713176323,0.8716414324129301,0.0,1.4855240045646663,1.0221274340589293,1.6665400044785714,0.659059864356973,1.0678995967114915,1.5598911337163897,0.0,0.0,0.9533498436080731,0.0,0.5921000955147306,1.2590987973587322,1.4985755311574975,1.2264559024354091,0.0,0.0,0.7549049677130185,0.8915193777117256
4.27339380904993,2.5421857569983386,2.594277860884536,3.275634491718067,3.813373295890329,4.3680656024143545,2.400438213959742,2.6698229173817225,2.4814477173611698,3.087751012940004,3.2490299233922264,1.840864347615273,3.038207342882658,1.8182523938015975,2.468371360409155,1.6092919589984624,2.7691684165008152,3.7963266470477204,2.681018382022154,3.47220507834353,2.4371340531744767,3.3541712793528635,2.338334895426108,3.0153839314035955,2.049546759122451,1.7246399609141405,2.0442548681178585,3.601333033304824,2.636239457427892,2.02130888817672,2.969529592914556,3.0278956722029435,3.655485551511205,2.676391375895971,2.7873651596039077,2.8464353085235174,2.993436567775045,3.0688108214197007,2.6354186108469313,2.180416596164956,2.3279912098528013,1.752835053502895,2.8260495646786916
3.7839589566529943,0.7091247834494638,2.559536012146758,3.588541091093094,3.6952446100877894,3.9485991114290098,0.9286162616633955,2.5140004474487174,2.100177794107761,2.9010252234244516,3.627463503290005,1.4242870812259028,3.589768779109032,1.4148753737497661,2.716621365743823,2.3703034993394145,1.789549128708998,2.8730323848201467,1.8816425377242019,3.039448190446766,2.4371340531744767,2.6581178493850977,2.1003962291254394,1.7432828648258603,2.6480752314880043,1.4855240045646663,2.3733064056965576,2.6414034130502038,2.4388112986992234,1.8915104854072329,2.886141553590133,1.8424586073468523,2.758125567304121,2.860049530824219,1.6998839370869114,2.1910307105578437,2.6742802117219444,3.3870195111775296,2.7793654127765124,2.486288271138823,2.5759814195616606,1.752835053502895,2.5028113131287455
4.646423208688608,1.646536757472227,1.4626315887606138,1.1179841974593523,2.4634964067251928,2.95509067864632,2.400438213959742,1.6246492208627854,1.5692984978712559,1.9565889328439363,3.0824407159941165,2.3656896351547227,2.634716633664321,0.5473485102221183,1.4270386771694419,0.0,2.1945140491675885,2.2769033480676586,2.55189713322974,2.4255723492568357,1.6247560354496513,2.9008815445296032,2.5395091713176323,2.2531604168622987,1.7653834876586696,2.228286006846999,2.6421610880006683,2.3392846421894093,1.850214954133165,1.0678995967114915,2.1895840260563615,1.6317216456758856,2.3918312642270747,2.676391375895971,1.1603513053627508,1.876912896128526,1.7673686030609235,2.9591409957889874,1.8978316352260443,1.2141154940299765,1.5385143839681703,0.0,1.4130247823393458
2.5397468659357916,0.7091247834494638,1.131646272123922,3.6180397672701603,0.0,1.5168374250962005,0.0,0.9961491090006063,0.6070875292904446,1.4620057796430384,1.940495080097487,1.4242870812259028,2.9174464024788547,2.23726669674664,1.6567405985053119,2.1537006765184734,0.0,1.0066510943218339,0.0,0.9985927699962686,1.2875886945040356,0.0,1.8091828371001564,0.0,0.0,0.0,0.0,1.9347930288262527,0.0,0.0,0.7799455668581948,0.0,0.0,1.9066996872161461,0.0,0.5921000955147306,0.9978121892583485,1.0229369404732336,0.9489158176130221,2.565769333148659,1.096059762077067,2.7063060008592865,0.8915193777117256
3.633556304534706,1.8330609735488745,0.8968084526986528,2.116108482599438,1.804478502118084,3.377337887592356,1.471821952296347,0.9961491090006063,0.9622109685808115,1.7928494791900087,2.3912224219156344,0.0,3.038207342882658,2.6025805905829436,1.6567405985053119,1.7477443873408844,1.0972570245837943,1.9053783806187372,1.5562829760316745,2.0820284789334864,1.6247560354496513,2.5156284595146476,1.8091828371001564,0.8716414324129301,0.8826917438293348,0.7427620022823331,1.0221274340589293,2.1539717087643875,1.044585170736174,1.8915104854072329,1.5598911337163897,0.58123097754948,1.2636542872841299,1.5110237521871748,0.7321001631488392,0.938456448064263,1.4617684359130652,1.8118706615995248,1.101657148299344,2.5401949392294476,1.4166366917592852,1.752835053502895,2.3045441600510714
