Unc00a9i,Unc05bd1,Unc054vi,Unc01c0q,Unc91005,UncG3786,UncO8895,Unc64172,Unc00y95,Unc01505,UNGROUPED,1.1.1.157,1.1.1.35,1.1.1.37,1.1.1.58,1.15.1.1,1.16.3.2,1.2.1.12,1.4.1.2,1.4.1.3,2.1.2.1,2.2.1.1,2.3.1.29,2.3.1.9,2.6.1.52,2.7.2.1,2.7.2.3,2.7.7.6,2.7.7.8,2.7.9.1,3.6.3.14,4.1.1.49,4.1.2.13,4.2.1.11,5.1.3.3,5.2.1.8,5.3.1.1,5.3.1.12,5.3.1.25,5.3.1.5,5.3.1.9,5.4.2.12,6.3.2.6,6.3.4.4,6.3.5.5
1.4349533437419353,2.6356930299862156,3.2108990950496565,3.4674748717701465,2.069595372886262,2.305297480162653,0.0,2.7895702797883013,2.5939761982815392,2.750795950781966,9.628523124079893,1.7256384982929478,1.708676032609685,3.32175943970329,2.7693047592660474,1.9424589082305734,2.3594756821494864,0.9118137461645602,3.422817085682742,2.5450734325936906,2.4159215282112667,2.754244234964447,3.2172058786637376,2.073501427630686,2.0071454234230934,1.4060671311136954,2.4701998141432484,3.0237506951520277,2.2594659171122173,2.612027421502526,2.389677695685909,2.3675957200535955,2.120269860561182,1.886030674694086,1.8229696947456862,2.79473545825285,2.6834905995058578,0.0,0.639752780807629,0.0,2.6832655173757196,2.9118949917370824,2.593947569781587,2.836415619028312,2.6570438922864694
0.9293984199323482,2.0292425546559034,2.660009374175425,0.7510302124743887,0.5612432020606256,1.4221295226173418,2.765788759096553,0.0,1.896068950246496,0.7166195114147714,8.793589065651826,0.0,0.0,3.6782153357358878,0.0,2.510591718483895,1.7900266385328603,3.2688180876420274,2.413137489068962,0.5794375013506133,0.0,0.0,1.4739851041745078,0.6241861257689241,2.9404148975450037,0.0,0.0,0.0,0.0,0.5493352724568261,0.0,1.8762752165764267,0.0,0.0,2.558861472653075,0.0,3.36851196726289,2.669050286705396,2.2934897289274314,2.167430958245238,0.0,0.8122525664219141,0.0,0.0,0.0
1.329668532507662,2.7612591766323606,2.729148978684712,2.1627559969225203,2.418505137940247,3.3600488816562684,2.5157076826952753,2.787543289207789,2.1465519749749853,2.1241985529768184,10.20520999319298,2.126460155225758,2.10555774290387,5.679414760148904,1.6075316309612797,3.969864304024086,2.9610172265357404,3.028979700688547,3.7123278086244853,2.416210923655186,3.1295145041369428,1.7377346364417257,4.517830308239363,2.7416235952716197,2.9031243627851633,2.1091006966705432,3.1624827237697186,3.531917178843663,2.9033053013056995,2.668660313548488,2.764596776277682,3.773379018207472,2.2657660888212505,2.5696934334234616,2.116402275179124,3.613806795528967,3.431523267241181,1.9262472220374336,1.279505561615258,3.160596598185041,3.272796846305097,3.005691657949687,2.7622605389418355,2.889473538124537,2.462092351972926
0.0,1.2377304672719884,1.2196591551734273,0.0,0.5612432020606256,1.6224110425919422,0.0,1.10102018991129,0.0,0.0,9.247603768956154,0.9742524139379091,0.9646758292971483,3.5099094322308226,0.6923261898165118,2.510591718483895,0.6376203537602185,3.1543573037898027,1.6196683011477748,1.3454122136173232,1.3478085350824598,0.0,2.6107869021261445,0.9893116028141641,3.106964044175254,0.7030335655568477,0.5195075200032199,0.8581134542490945,0.6105938994318371,0.5493352724568261,0.0,1.6616703745337447,0.0,0.6286768915646954,2.356154150434346,0.6837335449385886,3.156029837836929,2.9212533608044615,2.027968334624347,2.632334600851627,0.7047584405200674,0.8122525664219141,0.6106383787323154,1.0781038966083796,0.0
2.6174298334700663,2.983020120533063,3.055639498082756,2.6158988081573713,1.9066598584809267,0.6378075253688552,2.1598867456349136,0.9151410683851269,2.504633918055716,1.851787347746102,7.304873659605369,0.0,0.0,2.570962189168124,0.6923261898165118,3.3599018825182654,0.6376203537602185,4.559068730822801,0.0,0.0,1.5647572520684714,2.886314755127323,1.859962117089642,0.0,0.0,0.7030335655568477,0.8233999380477495,1.2571134882467176,1.417755129657611,0.0,1.8367583404303731,1.3743467549318795,1.510510725880834,2.2537830813293738,2.116402275179124,2.4511591190899837,1.8756794359722748,2.4838013326994437,2.2934897289274314,0.858824197930206,1.1170157002910284,0.8122525664219141,0.0,1.5793936611140937,0.7411636500387312
1.123700270690858,2.4244385294003923,2.1377660978857804,1.9956690713150835,2.455872305348905,1.103225759932914,2.231106993343026,2.4530990179925967,2.314867583894182,2.1841262641585013,10.196441706755838,2.6566236597990427,2.4345707330191644,4.325916905283536,2.6359315264672833,3.5939760474366986,2.4276469922930786,2.559784808294861,3.3533856611529353,3.1441812911314826,2.9125657871509314,2.2459894357030863,3.801263019868613,2.6976875533996094,2.588115596266379,2.6766983061945715,3.1948398747008224,3.6201336382462683,2.54613076696897,3.0513315802219836,3.1670780846920836,3.698141610008534,2.2657660888212505,2.6705738647438593,1.444669303061503,2.851117603364201,3.7513588719445496,1.705926675686679,1.4854599555395502,1.8000124484808733,2.993762769816789,2.6982446205413204,2.9355554155960717,3.076962243053396,3.0294788788187845
1.268826237182616,3.1164631916068513,1.8233771741265061,2.3854646676301017,1.8262277511090466,1.7810655559314073,2.847455983193041,2.5879721570062464,2.4046726634371574,2.3975042412635847,9.737420481292855,2.5631896633180604,2.5379943418490876,3.8304665450721584,0.6923261898165118,2.510591718483895,0.6376203537602185,3.4715985544594212,2.3172214703066785,2.6211214370223685,2.0217128026236897,1.7377346364417257,2.789943175634463,2.602809331397252,2.269940479093958,2.2285636763117846,2.932025732404689,3.1011494623329305,2.2594659171122173,2.903457867942606,2.4285973174804916,3.932491369890557,2.2657660888212505,2.9194850742610443,1.444669303061503,1.9194827327592408,4.410189808083425,2.31359001824557,2.559011123230516,1.4006819374915154,3.5854323782033806,2.8099322105992615,1.9356778635837664,2.3531324598570174,2.3494331844180145
1.481175422558497,3.012063799577146,1.301166668294887,2.044834640144784,3.2374564542046818,2.9763783589323527,2.91269518290956,1.9747298180740722,2.439223988988661,1.8721845355315163,8.77737645194558,1.5889372493801515,1.5733185125519393,4.703531105652185,1.6075316309612797,2.91368836234586,1.275240707520437,1.4451905953129072,2.5812534526707984,0.9183867111522866,2.3313257310667397,2.2459894357030863,2.6107869021261445,1.613497728583088,2.0071454234230934,0.0,1.8624149780541892,2.257636218723922,1.9355368675371334,1.969346352081161,1.6587580657666092,2.93238349519432,1.1970514287291079,2.2537830813293738,0.9114848473728431,2.2713136723484286,2.560700803729308,0.0,0.0,0.5418577395613094,1.6363984231525486,1.2873898588932542,0.9678389317918832,2.156207793216759,1.1747165922090073
1.8814455351338109,2.694015425263744,1.8443497912390865,1.8255115318663764,3.0735757844562177,2.685828143504454,2.4203576071461543,2.4738518003357908,1.6623718332064503,2.167321977897593,8.237102834812463,1.2293696708844848,1.2172853665095822,2.570962189168124,0.6923261898165118,1.5393622643686085,0.0,4.124645973159831,0.0,0.0,0.0,0.0,0.0,1.2483722515378481,2.1904563476529173,0.7030335655568477,0.5195075200032199,1.0828186204514665,0.0,1.4200110796243348,0.0,1.9662456849452785,0.755255362940417,2.3935960574827178,2.116402275179124,0.6837335449385886,2.6834905995058578,2.1021697807350557,1.7960131181003367,2.2148233757007563,1.9785070768556523,0.8122525664219141,1.2212767574646308,1.0781038966083796,0.0
1.123700270690858,2.8842768005172124,3.4105924815190027,2.430961431953392,2.587776542009843,2.531023701811901,2.597503828715228,2.762887073114046,2.0234555831857373,1.5830568989646074,8.901038823649513,0.9742524139379091,0.9646758292971483,3.6782153357358878,1.7896372389428403,2.72658578845787,1.9128610612806556,2.559784808294861,2.8512226587334304,1.8367734223045733,1.068112993128807,0.8688673182208628,2.9479702083490156,0.9893116028141641,1.8995516510736163,1.4060671311136954,1.3429074580509692,1.872968486419511,0.0,2.0327820607750975,1.2838389851748364,2.3675957200535955,1.510510725880834,1.2573537831293908,2.558861472653075,1.3674670898771772,2.7945674810162604,1.705926675686679,1.279505561615258,2.576472593790618,1.6363984231525486,2.2802812402984816,1.9356778635837664,1.5793936611140937,0.7411636500387312
1.8106466533923469,2.588308535628221,1.368207203493654,0.5126578752811436,2.611481930574239,1.8266553853173013,2.3663258800156037,2.1872230804647903,2.482283038142356,2.231039165035136,9.203548540966342,2.0419388243568006,2.021867229251721,3.10845257098078,1.9436053366507715,2.72658578845787,0.6376203537602185,2.7354412384936806,2.5812534526707984,2.077261713853513,1.3478085350824598,2.2459894357030863,2.159349147548309,1.9786232056283282,2.736575216154913,2.1091006966705432,2.1234676837632787,1.5199280919100246,0.9677684337685667,2.0915143534483516,0.8763564440029444,1.9662456849452785,1.7536486460257057,0.6286768915646954,1.444669303061503,1.5875801274098398,1.8756794359722748,2.0186139298795442,2.3673665998917626,2.3017724002548348,2.6079161249956337,2.4367576992657423,1.2212767574646308,2.4385195482314854,1.9158802422477383
