Klebsiella,Erysipelotrichaceae_incertae_sedis,Varibaculum,Ureibacillus,Eubacterium,Acidovorax,Porphyromonadaceae_unclassified,Parvimonas,Clostridium_IV,Lactobacillales_unclassified,Haemophilus,Firmicutes_unclassified,Peptostreptococcus,Bifidobacterium,Burkholderiales_unclassified,Lactobacillaceae_unclassified,Methylobacteriaceae_unclassified,Rothia,Coriobacteriaceae_unclassified,Lysinibacillus,Faecalibacterium,Gemmiger,Sphingomonadaceae_unclassified,Brachyspira,Clostridia_unclassified,Actinomycetales_unclassified,Collinsella,Flavonifractor,Bifidobacteriaceae_unclassified,Slackia,Bacillales_unclassified,Butyricimonas,Peptoniphilus,Aneurinibacillus,Lactobacillus,Streptococcaceae_unclassified,Pelomonas,Anaerococcus,Leuconostoc,Methylocystis,Spirochaetaceae_unclassified,Bacillaceae_2_unclassified,Turicibacter,Clostridium_XlVa,Paenibacillus,Treponema,Brevibacillus,Atopobium,Clostridium_XlVb,Veillonella,Succinivibrio,Ruminococcaceae_unclassified,Mitsuokella,Microbacteriaceae_unclassified,Sutterella,Clostridium_XVIII,Escherichia_Shigella,Sarcina,Eggerthella,Cetobacterium,Lachnospiracea_incertae_sedis,Burkholderiales_incertae_sedis_unclassified,Fusobacteriaceae_unclassified,Clostridium_sensu_stricto,Akkermansia,Roseburia,Prevotellaceae_unclassified,Barnesiella,Megasphaera,Weissella,Dorea,Mogibacterium,Actinobacteria_unclassified,Enterococcaceae_unclassified,Catenibacterium,unknown_unclassified,Ruminococcus,Dialister,Alphaproteobacteria_unclassified,Streptococcus,Bacteroidetes_unclassified,Howardella,Megamonas,Enterobacteriaceae_unclassified,Butyrivibrio,Anaerobacter,Desulfovibrio,Enterococcus,Odoribacter,Campylobacter,Subdoligranulum,Pseudomonas,Cloacibacterium,Lactococcus,Bacteroides,Pseudoflavonifractor,Prevotella,Comamonas,Eubacteriaceae_unclassified,Granulicatella,Peptostreptococcaceae_unclassified,Streptophyta_unclassified,Butyricicoccus,Gemella,Proteobacteria_unclassified,Propionibacteriaceae_unclassified,Blautia,Propionibacterium,Bacteroidales_unclassified,Bacteria_unclassified,Clostridiales_unclassified,Oscillibacter,Comamonadaceae_unclassified,Clostridium_XI,Staphylococcus,Alistipes,TM7_genera_incertae_sedis_unclassified,Veillonellaceae_unclassified,Erysipelotrichaceae_unclassified,Parabacteroides,Actinomyces,Clostridiaceae_1_unclassified,Lachnospiraceae_unclassified,Bacilli_unclassified,Selenomonadales_unclassified,Bacillaceae_1_unclassified,Gammaproteobacteria_unclassified
0.8064992527492403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270677193772366,1.5035184677937046,1.6759778552885836,0.0,0.6560410184799422,0.0,0.0,0.0,1.1981553445981785,1.7158642316036392,0.0,1.9916685493420714,0.0,0.0,0.0,0.0,0.9455915256090371,0.38766332419197674,0.0,0.0,2.534476098752799,0.6163081811259922,0.0,0.0,0.0,0.5465431574907529,1.6760463893339252,0.0,0.0,0.0,0.0,0.0,0.0,1.2107312671955424,0.0,0.0,0.0,0.0,0.0,0.0,0.5044016345982327,0.0,1.9291120665594708,0.0,0.0,0.0,1.8346422196590013,0.7437056016359695,0.0,0.0,0.0,1.4713240398540226,0.0,0.0,0.0,0.0,2.8969285942728713,0.4826846635551823,0.0,0.8237801213690497,1.0595051028067624,3.030597356637903,0.0,0.482754771151003,0.0,0.0,0.0,3.824209717660046,1.9776540049096292,0.0,3.0181910709523927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9522024777414397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2213636125204412,0.0,0.0,0.0,1.6868185792931025,0.0,0.0,2.7584021447690343,0.0,0.0,4.469157073178033,1.9070595464483224,0.0,0.0,0.8479542336743747,1.1300268265781663,0.0,1.7002883071720758,0.0,2.796812102150282,0.0,2.0165544694689035,1.0070172296702558,2.98214909356022,0.0,0.0,0.0,0.0
0.0,1.4806394066997715,4.633588306166577,0.0,0.0,0.0,0.0,2.1320988971461734,0.0,0.9075609755755929,1.5035184677937046,3.0923434559002634,0.0,0.0,0.0,0.0,0.0,0.0,2.842426994679711,0.0,3.3788054450643417,0.0,0.0,0.0,1.9276277453772221,0.0,2.6728679738218473,2.616092490942605,0.0,2.7038503399076945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.788220931751624,0.0,1.8942799136021995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516812239220862,3.1672019863193244,0.0,0.0,0.0,0.0,2.390696953795756,2.822577985330458,0.0,2.854411625459061,0.0,0.0,3.588330395334986,0.0,0.9656428647576238,2.145300601058727,2.0128182576993336,0.0,0.0,1.5008877545393369,0.0,1.3552639829375606,0.0,0.9026662795866754,0.0,0.3582076722358528,3.2864198411714276,0.0,0.3016071596944088,2.2658326680693723,4.2622683386407445,0.0,0.0,0.0,1.4860135947818784,0.0,0.7546026101569767,0.0,0.0,2.027898676812275,0.0,0.0,0.0,1.7537673198910113,0.0,2.0081993475285107,3.393065214738709,0.0,0.0,3.2833941060182097,0.0,0.0,0.0,0.0,0.0,1.8372532644175739,0.0,1.7932558312969216,5.274663749935415,2.6436626519612725,0.0,0.0,2.924723264367656,0.0,1.9776954096165282,0.0,3.869374686234811,0.4644040664703034,0.0,0.6721848231563011,1.6446571109840908,2.1393979286871923,0.0,0.0,0.0,0.0
0.0,2.3544546350837456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8919881130979204,0.0,0.0,0.0,0.0,0.0,0.0,2.9298240681440686,0.0,2.8933860633754738,0.0,0.0,0.0,1.5276088458862833,0.0,2.739263624609854,2.424145620139099,0.0,1.956563985122804,1.4310232808653705,2.968273332334921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.881002634565776,1.4326518461397892,0.0,0.0,0.0,0.0,1.0571154262678801,0.0,0.0,0.0,2.538114168695184,3.346597587017127,0.0,0.0,0.0,0.0,1.4653903916837796,1.574676435116219,0.0,1.3924531708332892,0.0,0.0,0.0,0.0,1.2185056293991274,1.9721206091480743,0.0,0.0,0.0,1.619969750090188,0.0,2.013051189788129,0.0,1.5929535366911454,0.0,2.57189852199929,3.2864198411714276,0.0,0.6032143193888176,1.841468287469686,3.298893534479609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0139048914525657,0.0,1.6095664442070883,0.0,1.1447273491999232,0.0,0.0,0.0,2.113883722577251,0.0,0.0,0.0,1.9240465710386463,0.0,2.3330796264166427,5.777567189890184,3.559355455970349,2.628679996979224,0.0,1.6182346125002431,0.0,2.495573754857517,1.7002883071720758,3.6929357699931082,1.8982343650229179,0.0,1.3443696463126023,1.240921558390093,2.2009793078972724,0.0,0.0,0.0,0.0
0.0,1.3942228552760687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195067438016438,0.0,2.4994891730919133,0.0,0.6139133274337832,0.0,0.0,0.0,0.0,1.987423648765236,0.0,2.5029184774862205,0.0,0.0,1.3477398910612157,1.5276088458862833,0.0,1.2877896879907553,0.0,0.0,0.5457697213650683,3.4783547428567334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2466870951041806,0.0,0.0,0.0,3.691383150853125,0.0,0.0,0.5044016345982327,0.0,2.7507529972473974,0.0,0.0,0.0,0.0,0.0,3.261850968208772,0.0,0.0,0.46415105694442976,0.0,0.0,0.6357940873539896,0.0,0.9656428647576238,2.2666748743388876,0.0,0.0,0.5297525514033812,1.4733277232733812,0.0,0.965509542302006,0.0,1.3896564069618034,3.096964880723698,1.325525897684416,2.823023934228492,0.0,1.9994614207835373,2.0512913573107117,0.0,0.0,0.0,0.0,1.8751403823191322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9819850520296316,0.0,0.0,0.0,0.7362808507469706,0.0,0.0,0.0,0.0,0.0,1.6477075630322366,0.0,1.0796475902394425,3.5855940999492937,1.5054645003496763,0.0,0.0,2.4042978268690867,0.0,0.0,0.0,2.1962612452233072,0.4644040664703034,0.0,0.0,2.616629881860475,1.950621304631102,0.7940984704252398,3.4461358914094524,0.0,0.0
0.0,2.330617964203581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3908652372026271,0.0,2.817723083239461,0.0,0.4373606789866282,0.0,0.0,0.0,0.7559518563076533,2.1817725058159443,0.0,2.3533257799558904,1.8143588958482442,0.0,0.0,0.0,0.0,1.8832610614326017,0.7297405455193319,0.0,1.888053030585185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.188148934631696,0.0,0.0,0.0,0.0,1.6420024462269978,0.0,0.0,0.0,1.8456915754265626,0.0,0.0,0.5044016345982327,0.0,3.2512230030912206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2185056293991274,1.4943450303497587,0.0,0.0,1.2300473324417722,1.6800080518379734,1.5970087103509694,0.0,0.0,1.474231494583165,0.0,1.9896963427866654,0.9603236919892615,0.0,1.2328080579059533,0.5543371905923583,0.0,0.0,0.0,0.0,0.9375701911595661,0.0,0.0,0.0,0.0,4.708634911275328,0.0,0.0,0.0,0.0,0.0,0.5902695279695098,0.0,0.0,0.0,0.0,5.656674468956551,0.0,2.128528061106306,0.0,0.0,2.1023388971677757,0.0,0.0,4.439162555757257,2.077822854304705,0.0,0.0,1.7462446258432567,0.0,0.0,0.0,0.0,1.5427169157876393,0.0,0.0,1.8686662149961002,2.5236950782643675,0.0,0.0,0.0,0.0
1.8726332734641247,1.1578770183689124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3908652372026271,0.0,2.2160102578093372,3.0023211959730736,0.2186803394933141,0.0,0.0,0.0,0.0,1.4455813508912634,0.0,2.8797316749533266,2.8756908127693093,0.0,0.0,1.9276277453772221,0.0,1.550653296767907,0.0,0.0,0.5457697213650683,0.0,0.0,0.0,1.927415628609989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625423580629108,0.0,0.0,0.0,1.8456915754265626,0.0,0.0,0.799457676140654,0.0,3.1625495371924535,0.0,0.0,0.0,0.0,1.0646335280028207,0.0,0.7873382175581095,0.0,1.7671878112356139,0.0,4.225937239825266,0.0,0.8805307253832315,1.5748956794571876,1.7008451268735543,0.0,0.8237801213690497,0.0,1.3074480771604908,0.0,0.7651482093185633,0.0,1.3142673364420856,0.0,0.7164153444717056,2.296770171019786,0.0,0.0,0.8786036598440046,0.0,0.0,1.3633989330542136,0.0,0.0,0.0,1.3365851563414384,0.0,1.6461741515147479,0.0,0.0,0.0,0.0,2.1910120179562824,0.0,1.2371478363845452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5480656248356093,0.0,1.2534320361772,3.718347989392125,1.8007095802517543,0.0,0.0,1.5102369618674378,0.0,1.2477868774287586,0.0,1.4641741634822047,0.0,0.0,0.0,0.7174135495003098,1.7174701249798614,0.0,0.0,0.0,0.0
0.0,0.9785195988011195,0.0,0.0,0.0,0.0,5.29168552164089,0.0,0.0,0.3908652372026271,0.0,3.5484998051572276,0.0,0.2186803394933141,0.0,0.0,0.0,0.0,2.106515467943046,0.0,2.8615603867044768,1.8143588958482442,0.0,0.0,1.5276088458862833,0.0,2.4294033023673243,2.048640712288697,0.0,1.4107942637577355,2.0473314619913627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0271641792089907,0.0,0.0,5.917669308093026,0.0,0.0,0.0,0.0,0.0,2.4567561207702875,0.0,0.0,0.0,0.0,0.2877045997489285,1.991072511028852,0.7873382175581095,0.0,0.46415105694442976,0.0,0.0,4.20559340845068,0.0,0.6092528146995637,2.0808891163645997,0.0,0.0,0.0,0.9919012534529563,0.0,1.8380187540885635,0.0,0.0,0.0,0.0,3.3909436996559443,0.0,0.0,2.2173487623694332,2.251845161585548,0.0,0.0,2.6602156602316156,0.9375701911595661,2.9183404577522425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8759469653743033,0.0,1.8274173643540548,0.0,0.0,0.0,2.208842552240912,0.0,0.0,0.0,0.0,0.0,1.2336345443268866,0.0,2.4073073004496672,6.1213687318229555,3.6309548968312546,0.0,0.0,2.466188846174618,0.0,1.9776954096165282,0.0,4.306606982931891,0.7360630305378462,0.0,0.6721848231563011,1.523760377719794,2.068411533539555,0.0,0.0,0.0,0.0
0.0,1.6756310264391538,0.0,0.0,0.0,0.0,0.0,0.0,1.5985799512818546,0.0,1.5035184677937046,3.5484998051572276,0.0,0.4373606789866282,0.0,0.0,0.0,0.0,2.601038547546223,0.0,1.9769659192849471,0.0,0.0,0.0,0.0,1.498727109090033,2.9345553887788536,2.9189621820773275,0.0,1.888053030585185,1.5931335370983521,0.0,0.0,0.0,1.8155770699369806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.450373554789497,0.0,2.8170131111057293,0.0,0.0,0.0,0.0,1.9694789751922237,0.0,0.7873382175581095,0.0,1.3924531708332892,0.0,0.0,0.0,0.0,0.9656428647576238,0.0,0.0,0.8237801213690497,0.0,2.872257423109,1.5970087103509694,1.5302964186371266,0.0,1.0681201906129703,0.0,0.7164153444717056,3.5611468284970123,0.0,1.594115151073569,1.2871310968773273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3724186078225433,0.0,0.0,0.0,0.7362808507469706,0.0,2.113883722577251,0.0,0.0,0.0,2.7288573623037515,0.0,0.5398237951197212,5.512214840686509,2.370720632700491,0.0,0.0,0.8479542336743747,1.1300268265781663,0.0,1.7002883071720758,3.869374686234811,0.0,0.0,0.6721848231563011,0.8328913381188174,2.715210418697142,0.0,3.4461358914094524,0.0,0.0
0.8064992527492403,1.8020068992685085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6195067438016438,0.0,3.1711086542202955,0.0,1.3578853700636409,0.0,0.0,0.0,0.0,2.606591209223553,0.0,2.498632179612962,0.0,0.0,0.0,0.9638138726886111,0.9455915256090371,2.6439332481540587,0.0,1.0526384956282595,1.6373091640952049,1.4310232808653705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8639230251712444,0.0,0.0,0.0,0.0,0.0,0.0,0.5044016345982327,0.0,2.173925362268914,0.0,0.0,0.0,0.0,0.0,0.6713787337848197,0.7873382175581095,0.0,1.3030367542911843,0.0,0.0,0.0,0.0,2.0238940420396854,1.4640324247973866,0.0,0.0,0.0,1.7975143539859142,0.0,1.3552639829375606,0.0,0.6430724326976663,0.0,1.0746230167075586,2.4857802000123486,0.0,1.4341081141939662,0.8786036598440046,0.0,0.0,0.0,0.0,2.1769705677823112,0.0,0.7546026101569767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1805390559390196,0.0,0.0,0.0,1.4725617014939412,1.6522630791860626,0.0,0.0,0.0,0.0,1.7604208023899355,0.0,0.0,4.983505952980696,2.5879598639777965,0.0,0.0,1.8122843542409253,1.1300268265781663,0.0,0.0,2.1962612452233072,0.9288081329406068,0.0,0.6721848231563011,2.642349683242536,2.2940329462425026,0.0,0.0,0.0,1.154253348980985
0.0,0.9785195988011195,0.0,0.0,0.0,0.0,0.0,0.0,2.533689277186393,0.0,0.0,3.622404908875143,0.0,0.4373606789866282,0.0,0.0,0.0,0.7559518563076533,2.1817725058159443,2.130122944388132,1.6790003241538818,3.6287177916964883,0.0,0.0,2.2379065092378774,0.9455915256090371,1.9205602103842023,4.1185506947588655,0.0,0.5457697213650683,2.4078486368377305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5460910044695677,0.0,3.8029166042516906,0.0,1.8456915754265626,0.0,0.0,0.0,0.0,3.2145731554610144,0.0,0.0,0.0,0.0,0.575409199497857,0.0,0.0,0.0,0.46415105694442976,0.0,0.0,0.0,0.0,0.0,0.7872247793847752,0.0,0.0,1.369390480039097,0.5600026839459912,2.015200624146416,1.120921866076433,0.0,1.3142673364420856,3.096964880723698,2.210114472636442,1.0262226031100565,0.0,0.7003101377136272,0.0,0.0,0.0,0.0,0.0,1.4860135947818784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7448372156450866,0.0,0.0,0.0,0.7362808507469706,2.6947250165721424,0.0,0.0,0.0,0.0,1.667062699128373,0.0,0.0,4.475036652289821,2.1045557783484155,0.0,0.0,1.7218029522467753,1.1300268265781663,0.0,0.0,0.0,0.0,0.0,0.6721848231563011,1.0761203242504647,2.877294882241083,0.0,0.0,0.0,0.0
