Actinomyces,Actinobaculum,Alloprevotella,Catonella,Atopobium,Alistipes,Bacteroides,Incertae_Sedis,Bifidobacterium,Scardovia,Blautia,Capnocytophaga,Campylobacter,Corynebacterium,Enterococcus,Johnsonella,Fretibacterium,Lactobacillus,Stomatobaculum,Leptotrichia,Mycoplasma,Megasphaera,Mogibacterium,Methylobacterium,Oribacterium,Olsenella,Peptoniphilus,Phocaeicola,Porphyromonas,Prevotella,Pseudomonas,Parvimonas,Selenomonas,Sphingobium,Streptococcus,Shuttleworthia,Treponema,Solobacterium,Akkermansia,Lachnoanaerobaculum,Fusobacterium,Escherichia_Shigella,Peptostreptococcus,Neisseria,Bergeyella,Lautropia,Dialister,Kingella,Paludibacter,Veillonella,Abiotrophia,Tannerella,Haemophilus,Xanthomonas,Gemella,Delftia,Tumebacillus,Lactococcus,Anaerococcus,Enterobacter,Rothia,Staphylococcus
3.7318958418814243,0.0,2.6656133846426253,3.6077182386156754,1.0018946540375941,0.8227845241161851,0.653073399681098,2.3222185219518354,0.0,0.0,0.0,1.7681057760384469,2.795977150930684,2.3083603655634906,2.328705104575681,3.2455342495298467,2.690162450525408,0.0,2.5080472782832626,2.513596353562092,1.9912748863667658,0.3697515497026093,2.410962889801774,0.0,2.8572400917166445,0.0,0.0,0.7943149010898849,2.5793396312804355,3.107254218159069,0.0,3.1804024552225103,1.7493831533157649,0.0,3.5630796038268873,0.7928575972095104,2.20161732375806,1.8799691679248274,0.0,2.4697856523544406,3.250465761487611,0.7316611215307744,1.6408967608082023,1.949506822147069,0.9453793763935067,0.0,2.139551146825492,0.91107169763701,1.69825458439624,2.108573164111197,0.727543648543446,2.798800879810732,1.5137264570336466,0.0,1.9010385867844632,0.0,1.187111519141657,0.44220766875129686,0.0,0.0,3.5041138340822107,0.7675523278365161
3.3727914126971283,0.7107502015413131,2.6580181743604863,0.9281698392445072,2.06326365951737,0.0,0.0,1.955866752664637,0.0,0.0,0.0,2.1374300097653753,3.0014883969563666,1.8105066342336227,2.7535306644800888,0.4416457081299448,1.9968489189046343,0.46518422317710234,1.3625657035324938,1.6599357689911112,0.35465321301577607,2.4618840139951845,1.7256774196719962,0.0,1.6558941144726353,0.584699302923234,0.0,0.0,1.634535327983921,3.6308561685211536,0.0,2.2832604883711425,2.8617751926139703,0.0,3.912033853989122,0.5002374484246542,1.7612721406097642,2.088547849113635,1.1476888380488102,0.8710506563612211,2.6112742226024426,0.0,1.2849728824545918,1.596673875944641,1.731950620980801,0.48880862074651626,2.4629409491387357,0.5586210538141932,1.8350175371750834,2.8427404628776163,1.377086804663986,1.1521405540088434,1.9838267848969886,0.0,1.902143397175771,0.0,0.0,0.0,0.0,0.0,3.7987939570138014,1.6302533257122036
2.4459770060180888,0.0,1.554814578402929,0.3997409916733589,1.4881714933360446,7.072811897721705,4.829249751568309,4.208531771707125,4.1022863988670375,0.0,4.6755591357186335,0.7744418311408445,1.7176319896817769,2.623396621321878,2.5178980345284603,0.0,0.831267565241595,3.1908886110140964,0.0,0.23713368128444445,2.3613560952964585,1.4445788522448,1.3990316430871785,0.6911523453158434,0.8156408753953804,1.9423290414417478,1.7647115799852997,2.590943611785325,1.803779341246526,2.417940821306802,2.750219024293514,0.0,0.8616906081744403,2.985129946138142,2.8228538984418448,0.5002374484246542,1.8629599597051247,0.0,6.273390422993328,0.49177345397752936,3.1198864766196186,4.636364559120587,1.183180184838965,1.5475006701464131,0.47268968819675333,2.9090327338120874,2.96913695968902,1.3042223610863506,2.307133350565857,2.366068886864322,0.727543648543446,1.5708474577046012,1.8476404954687704,3.1214602944172642,0.8790700693699891,3.213842134303075,1.5647592617448391,1.8413887209176156,3.1261980217625887,5.187064763421576,1.7602326117030405,4.306809465874241
3.5600456914149965,1.0412302251029535,0.8888163419292489,0.0,1.7844103824664823,1.3040826168978554,0.0,0.8869214415083845,0.0,0.7413309176641409,1.9654084156407239,1.3536234083596488,2.4649352485003178,1.5064472364430332,2.076613541203364,0.0,0.0,0.8804957018833769,1.0798452633973752,1.7649725907627214,0.0,0.8585365113826295,0.9326877620581191,0.0,1.3403611521306935,0.0,0.0,0.0,0.0,2.5510955357743375,0.0,0.9208585964915892,1.6025194119228185,0.0,3.7959387986857074,1.5857151944190209,0.0,0.0,0.0,1.4225969663706104,0.9492091493974143,0.3658305607653872,0.0,0.0,1.1354826440013075,0.0,0.35659185780424874,0.0,0.0,2.804054407674306,0.0,0.0,2.047606613750169,1.4618434059167245,2.3888790857029143,0.0,0.0,0.6478225253790542,0.0,0.6697938613420397,3.958550378791734,0.7675523278365161
4.5086068992863115,1.707345301204596,0.29627211397641634,0.0,0.35688207649329645,0.0,0.412043439124869,0.34310804944402484,0.0,0.5060370765615226,0.49135210391018097,0.0,3.1025172063345123,2.6320211831899187,0.5549611596565728,0.0,0.0,0.46518422317710234,0.0,0.23713368128444445,0.0,0.3697515497026093,0.0,0.0,1.3637107748086745,0.0,0.0,0.0,0.0,2.010477256270487,0.0,1.3182325562937514,2.21471239106693,2.847225955475318,2.5012949496325043,0.0,2.3522060352764167,0.0,0.0,0.0,1.9278711704585247,0.3658305607653872,0.0,2.9882298452450553,0.0,4.439494372046215,0.0,0.0,1.7200686073923925,3.9771651756130337,2.274119455582924,2.164111464026821,1.6889732673400553,0.0,0.2308873449851411,2.3540968132607962,0.0,0.27900197547266437,0.0,2.6240707554251745,2.7780118051997285,0.38377616391825803
1.8176416808304048,0.0,1.4537748498119325,0.3997409916733589,0.0,0.0,0.412043439124869,0.0,0.0,0.0,0.0,1.4875341005791696,0.9123246293930551,1.057283016012106,0.8795926274123945,0.0,0.0,0.293498567294459,0.0,1.0726888991580619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7403437969856312,1.7658590990593108,0.0,0.0,0.0,0.0,3.8568942531053314,0.0,0.0,0.0,0.0,0.0,1.5273259519457074,0.0,0.0,2.1358991766625355,2.27750101918373,1.7034880636732268,0.0,1.5232663395989707,0.0,1.9741756630846687,1.065832180282658,0.0,2.717009294580372,0.0,2.743375428233347,0.0,0.0,0.0,0.0,0.0,2.088784273018836,0.7675523278365161
4.553190477831182,0.0,2.816306884141201,2.7561412901118083,2.806587081234031,0.8227845241161851,1.913470475236088,2.6348914376855195,0.7238088344779816,1.1045060448201094,0.49135210391018097,3.2948871563394126,3.337225770113399,3.035753277524579,2.8913365919368865,2.5052023069692453,3.7059619735225326,0.46518422317710234,2.429628818907995,2.6826655811266247,1.6863361301708322,1.3255454402673892,2.867896939057093,0.0,2.689464753699746,2.483760255978891,0.0,0.0,2.4811735126238967,3.4947441726299284,1.360127886985109,1.7648667088415877,2.7946862859794783,1.3372594060532976,4.340424798811969,0.5002374484246542,2.080432767052163,0.9788586532605174,0.0,2.9020429933461074,2.69563505547237,1.0270162254038033,3.121708962174106,1.3754323227941565,2.8529224499122114,2.3683816328661424,2.668667771479409,2.9653885804702025,1.6008275311780464,3.47837711530195,1.8762637144134027,3.087902430815518,2.677144930619828,2.0676500075199122,2.422667344567219,1.31038769002912,0.0,0.5580039509453287,0.0,1.5637794625105903,4.141703330990204,2.293937559706417
3.812340886418337,1.2589118516952718,0.9391603813240086,0.0,0.0,0.0,0.0,0.34310804944402484,0.0,1.3562521632973525,0.0,0.0,0.0,0.5969155947693062,2.28466956199287,0.0,0.0,1.9583472782478746,0.0,0.7516959849876136,0.0,0.0,0.0,0.4360685789104598,0.0,0.0,0.0,0.0,0.6968484327420489,0.0,1.4371677980376674,0.0,0.0,0.0,3.819234185640421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2982339884897466,0.0,0.0,0.0,0.0,0.9607515246159445,0.0,0.0,2.50852193786427,0.0,1.7966174846300471,0.0,0.0,3.1204293774090948,1.4919054802541556,0.0,3.682083173284236,1.3276473959381523
3.5213946111705585,1.2589118516952718,0.0,0.0,0.7137641529865929,0.0,0.0,0.0,0.0,0.6385476960259644,0.7787746593480819,1.908649694695804,0.9123246293930551,1.057283016012106,1.3615668476234173,0.0,0.0,0.9749811365046526,0.0,1.6625981294003482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355153328572156,1.9516438723751555,1.052706384476836,0.0,0.0,0.9526828229279792,4.388295048223518,0.0,0.0,0.0,0.0,0.0,0.7695375860960497,0.3658305607653872,0.0,0.0,1.4634015534111569,0.3084039026312035,0.35659185780424874,0.0,0.0,0.7178944223852507,0.0,0.0,0.0,0.0,2.129705256694097,0.5069271564533514,0.0,0.44220766875129686,0.0,0.0,2.6246956255670484,1.3276473959381523
2.8733354189920663,1.4215004030826262,2.7335286447753164,1.6339264495894161,1.912014284328925,0.0,0.412043439124869,2.5972783923473437,0.9133450591400735,0.0,2.0489014226063444,1.5322985803216098,2.6631041381462954,1.1938311895386124,1.3042807384376973,2.167107171813691,2.3724790534287665,1.4540495191940428,0.9036456558584519,2.1974672060721243,3.0782055045960943,1.2791302020813469,2.9565502554873104,0.0,1.6677186192862776,1.169398605846468,0.0,0.0,2.369753246964027,3.298265645083394,1.052706384476836,2.6966606320930797,1.7493831533157649,0.0,4.0942049664127795,1.5857151944190209,2.4082840312810236,1.686285902506386,2.0572107234506105,1.6836316060488625,2.932991681668874,0.0,3.1275270212578796,1.9768018468445152,1.815488322929214,1.7130568793691583,2.799869777691281,1.3042223610863506,2.8418403658463007,2.6540278213807302,2.206715009500664,2.705211334294001,2.3152668180509712,0.0,1.9129945204471017,0.0,0.0,0.0,0.0,0.0,1.4199766556626527,1.0773959027443076
